eigenvalue	percentage of variance	cumulative percentage of variance
2.534490e-02	1.622352e-01	2.622830e+01
2.526412e-02	1.617181e-01	2.639002e+01
2.518522e-02	1.612131e-01	2.655124e+01
2.504587e-02	1.603211e-01	2.671156e+01
2.498089e-02	1.599052e-01	2.687146e+01
2.489061e-02	1.593273e-01	2.703079e+01
2.467062e-02	1.579191e-01	2.718871e+01
2.459716e-02	1.574488e-01	2.734616e+01
2.451594e-02	1.569290e-01	2.750309e+01
2.444099e-02	1.564492e-01	2.765953e+01
2.428049e-02	1.554218e-01	2.781496e+01
2.414442e-02	1.545508e-01	2.796951e+01
2.396024e-02	1.533719e-01	2.812288e+01
2.379095e-02	1.522882e-01	2.827517e+01
2.365482e-02	1.514168e-01	2.842658e+01
2.348364e-02	1.503211e-01	2.857691e+01
2.338283e-02	1.496758e-01	2.872658e+01
2.325458e-02	1.488548e-01	2.887544e+01
2.316898e-02	1.483069e-01	2.902374e+01
2.301179e-02	1.473008e-01	2.917104e+01
2.298068e-02	1.471016e-01	2.931815e+01
2.289043e-02	1.465239e-01	2.946467e+01
2.275937e-02	1.456850e-01	2.961035e+01
2.269953e-02	1.453020e-01	2.975566e+01
2.256883e-02	1.444653e-01	2.990012e+01
2.250687e-02	1.440687e-01	3.004419e+01
2.242066e-02	1.435169e-01	3.018771e+01
2.234176e-02	1.430118e-01	3.033072e+01
2.223263e-02	1.423132e-01	3.047303e+01
2.209314e-02	1.414204e-01	3.061445e+01
2.195197e-02	1.405167e-01	3.075497e+01
2.186042e-02	1.399307e-01	3.089490e+01
2.176444e-02	1.393163e-01	3.103422e+01
2.173329e-02	1.391169e-01	3.117333e+01
2.166158e-02	1.386579e-01	3.131199e+01
2.156052e-02	1.380110e-01	3.145000e+01
2.152711e-02	1.377972e-01	3.158780e+01
2.142664e-02	1.371540e-01	3.172495e+01
2.124010e-02	1.359600e-01	3.186091e+01
2.123910e-02	1.359536e-01	3.199687e+01
2.114786e-02	1.353696e-01	3.213224e+01
2.107811e-02	1.349231e-01	3.226716e+01
2.106093e-02	1.348131e-01	3.240197e+01
2.100751e-02	1.344711e-01	3.253644e+01
2.085854e-02	1.335176e-01	3.266996e+01
2.075106e-02	1.328296e-01	3.280279e+01
2.070591e-02	1.325405e-01	3.293533e+01
2.058217e-02	1.317485e-01	3.306708e+01
2.055869e-02	1.315982e-01	3.319868e+01
2.053687e-02	1.314585e-01	3.333014e+01
2.048312e-02	1.311145e-01	3.346125e+01
2.035332e-02	1.302836e-01	3.359153e+01
2.022681e-02	1.294738e-01	3.372101e+01
2.021301e-02	1.293855e-01	3.385039e+01
2.015058e-02	1.289859e-01	3.397938e+01
2.009730e-02	1.286448e-01	3.410802e+01
2.003377e-02	1.282381e-01	3.423626e+01
1.995286e-02	1.277202e-01	3.436398e+01
1.985764e-02	1.271107e-01	3.449109e+01
1.983219e-02	1.269478e-01	3.461804e+01
1.966382e-02	1.258701e-01	3.474391e+01
1.963652e-02	1.256953e-01	3.486961e+01
1.950542e-02	1.248561e-01	3.499446e+01
1.947617e-02	1.246689e-01	3.511913e+01
1.942953e-02	1.243703e-01	3.524350e+01
1.938238e-02	1.240685e-01	3.536757e+01
1.934370e-02	1.238210e-01	3.549139e+01
1.923620e-02	1.231328e-01	3.561452e+01
1.919455e-02	1.228662e-01	3.573739e+01
1.916436e-02	1.226730e-01	3.586006e+01
1.910267e-02	1.222781e-01	3.598234e+01
1.907453e-02	1.220979e-01	3.610444e+01
1.899454e-02	1.215859e-01	3.622603e+01
1.890428e-02	1.210082e-01	3.634703e+01
1.888625e-02	1.208927e-01	3.646793e+01
1.880651e-02	1.203824e-01	3.658831e+01
1.880045e-02	1.203435e-01	3.670865e+01
1.869107e-02	1.196434e-01	3.682830e+01
1.865911e-02	1.194388e-01	3.694773e+01
1.861128e-02	1.191327e-01	3.706687e+01
1.856520e-02	1.188377e-01	3.718571e+01
1.848532e-02	1.183264e-01	3.730403e+01
1.846730e-02	1.182110e-01	3.742224e+01
1.833663e-02	1.173746e-01	3.753962e+01
1.832359e-02	1.172911e-01	3.765691e+01
1.830353e-02	1.171627e-01	3.777407e+01
1.820329e-02	1.165211e-01	3.789059e+01
1.817279e-02	1.163258e-01	3.800692e+01
1.813850e-02	1.161063e-01	3.812302e+01
1.805788e-02	1.155903e-01	3.823861e+01
1.801609e-02	1.153228e-01	3.835394e+01
1.794868e-02	1.148913e-01	3.846883e+01
1.790373e-02	1.146035e-01	3.858343e+01
1.785287e-02	1.142780e-01	3.869771e+01
1.781315e-02	1.140237e-01	3.881173e+01
1.779009e-02	1.138761e-01	3.892561e+01
1.775603e-02	1.136581e-01	3.903927e+01
1.771446e-02	1.133920e-01	3.915266e+01
1.766281e-02	1.130614e-01	3.926572e+01
1.761908e-02	1.127815e-01	3.937850e+01
1.754153e-02	1.122851e-01	3.949079e+01
1.751193e-02	1.120956e-01	3.960288e+01
1.746120e-02	1.117709e-01	3.971465e+01
1.744283e-02	1.116533e-01	3.982631e+01
1.735976e-02	1.111216e-01	3.993743e+01
1.731295e-02	1.108219e-01	4.004825e+01
1.728332e-02	1.106323e-01	4.015888e+01
1.726931e-02	1.105425e-01	4.026943e+01
1.719764e-02	1.100838e-01	4.037951e+01
1.718322e-02	1.099915e-01	4.048950e+01
1.716545e-02	1.098778e-01	4.059938e+01
1.710077e-02	1.094637e-01	4.070884e+01
1.705281e-02	1.091567e-01	4.081800e+01
1.702908e-02	1.090048e-01	4.092700e+01
1.699092e-02	1.087606e-01	4.103576e+01
1.695888e-02	1.085555e-01	4.114432e+01
1.692458e-02	1.083359e-01	4.125266e+01
1.691991e-02	1.083060e-01	4.136096e+01
1.683832e-02	1.077838e-01	4.146875e+01
1.679666e-02	1.075171e-01	4.157626e+01
1.675891e-02	1.072754e-01	4.168354e+01
1.670256e-02	1.069147e-01	4.179045e+01
1.668923e-02	1.068294e-01	4.189728e+01
1.664736e-02	1.065614e-01	4.200384e+01
1.660260e-02	1.062749e-01	4.211012e+01
1.657802e-02	1.061176e-01	4.221624e+01
1.655267e-02	1.059553e-01	4.232219e+01
1.654870e-02	1.059298e-01	4.242812e+01
1.651563e-02	1.057182e-01	4.253384e+01
1.647818e-02	1.054785e-01	4.263932e+01
1.645169e-02	1.053089e-01	4.274463e+01
1.639473e-02	1.049443e-01	4.284957e+01
1.635391e-02	1.046830e-01	4.295425e+01
1.627568e-02	1.041822e-01	4.305844e+01
1.624793e-02	1.040046e-01	4.316244e+01
1.621492e-02	1.037933e-01	4.326623e+01
1.619894e-02	1.036910e-01	4.336993e+01
1.617128e-02	1.035140e-01	4.347344e+01
1.615637e-02	1.034185e-01	4.357686e+01
1.612435e-02	1.032136e-01	4.368007e+01
1.608835e-02	1.029831e-01	4.378305e+01
1.604438e-02	1.027016e-01	4.388576e+01
1.603092e-02	1.026155e-01	4.398837e+01
1.598260e-02	1.023062e-01	4.409068e+01
1.590506e-02	1.018099e-01	4.419249e+01
1.584648e-02	1.014349e-01	4.429392e+01
1.584259e-02	1.014100e-01	4.439533e+01
1.580155e-02	1.011473e-01	4.449648e+01
1.575926e-02	1.008766e-01	4.459736e+01
1.573240e-02	1.007046e-01	4.469806e+01
1.570645e-02	1.005385e-01	4.479860e+01
1.567178e-02	1.003166e-01	4.489892e+01
1.565615e-02	1.002166e-01	4.499913e+01
1.560549e-02	9.989226e-02	4.509903e+01
1.558046e-02	9.973204e-02	4.519876e+01
1.552056e-02	9.934865e-02	4.529811e+01
1.547392e-02	9.905009e-02	4.539716e+01
1.544025e-02	9.883459e-02	4.549599e+01
1.542680e-02	9.874848e-02	4.559474e+01
1.539047e-02	9.851589e-02	4.569326e+01
1.535914e-02	9.831538e-02	4.579157e+01
1.532108e-02	9.807177e-02	4.588964e+01
1.530063e-02	9.794087e-02	4.598758e+01
1.527639e-02	9.778570e-02	4.608537e+01
1.523207e-02	9.750196e-02	4.618287e+01
1.521583e-02	9.739801e-02	4.628027e+01
1.515032e-02	9.697869e-02	4.637725e+01
1.512080e-02	9.678975e-02	4.647404e+01
1.510386e-02	9.668129e-02	4.657072e+01
1.505057e-02	9.634019e-02	4.666706e+01
1.504713e-02	9.631814e-02	4.676338e+01
1.500503e-02	9.604867e-02	4.685943e+01
1.496105e-02	9.576717e-02	4.695519e+01
1.495259e-02	9.571298e-02	4.705091e+01
1.492354e-02	9.552707e-02	4.714643e+01
1.491053e-02	9.544378e-02	4.724188e+01
1.484957e-02	9.505358e-02	4.733693e+01
1.484521e-02	9.502565e-02	4.743196e+01
1.480380e-02	9.476059e-02	4.752672e+01
1.478638e-02	9.464909e-02	4.762137e+01
1.473581e-02	9.432538e-02	4.771569e+01
1.472331e-02	9.424535e-02	4.780994e+01
1.470622e-02	9.413594e-02	4.790407e+01
1.462384e-02	9.360867e-02	4.799768e+01
1.460225e-02	9.347047e-02	4.809115e+01
1.457216e-02	9.327784e-02	4.818443e+01
1.454933e-02	9.313167e-02	4.827756e+01
1.452482e-02	9.297478e-02	4.837054e+01
1.449539e-02	9.278645e-02	4.846332e+01
1.447331e-02	9.264508e-02	4.855597e+01
1.446064e-02	9.256400e-02	4.864853e+01
1.443224e-02	9.238219e-02	4.874091e+01
1.437754e-02	9.203207e-02	4.883295e+01
1.434920e-02	9.185065e-02	4.892480e+01
1.433367e-02	9.175125e-02	4.901655e+01
1.432370e-02	9.168739e-02	4.910823e+01
1.429790e-02	9.152228e-02	4.919976e+01
1.427496e-02	9.137544e-02	4.929113e+01
1.423453e-02	9.111664e-02	4.938225e+01
1.421386e-02	9.098433e-02	4.947323e+01
1.418361e-02	9.079069e-02	4.956402e+01
1.416759e-02	9.068817e-02	4.965471e+01
1.415397e-02	9.060098e-02	4.974531e+01
1.412794e-02	9.043432e-02	4.983575e+01
1.409933e-02	9.025118e-02	4.992600e+01
1.405326e-02	8.995630e-02	5.001595e+01
1.401759e-02	8.972799e-02	5.010568e+01
1.398096e-02	8.949353e-02	5.019518e+01
1.391665e-02	8.908187e-02	5.028426e+01
1.390381e-02	8.899964e-02	5.037326e+01
1.388203e-02	8.886026e-02	5.046212e+01
1.384864e-02	8.864649e-02	5.055076e+01
1.381962e-02	8.846073e-02	5.063923e+01
1.379318e-02	8.829150e-02	5.072752e+01
1.377452e-02	8.817208e-02	5.081569e+01
1.377015e-02	8.814412e-02	5.090383e+01
1.373844e-02	8.794109e-02	5.099177e+01
1.370786e-02	8.774535e-02	5.107952e+01
1.370146e-02	8.770437e-02	5.116722e+01
1.368909e-02	8.762525e-02	5.125485e+01
1.365684e-02	8.741880e-02	5.134227e+01
1.361592e-02	8.715688e-02	5.142942e+01
1.360098e-02	8.706119e-02	5.151649e+01
1.354229e-02	8.668555e-02	5.160317e+01
1.353595e-02	8.664498e-02	5.168982e+01
1.350499e-02	8.644676e-02	5.177626e+01
1.348893e-02	8.634397e-02	5.186261e+01
1.347835e-02	8.627626e-02	5.194888e+01
1.343381e-02	8.599117e-02	5.203487e+01
1.341465e-02	8.586852e-02	5.212074e+01
1.338116e-02	8.565414e-02	5.220640e+01
1.336068e-02	8.552303e-02	5.229192e+01
1.333728e-02	8.537325e-02	5.237729e+01
1.331130e-02	8.520698e-02	5.246250e+01
1.327770e-02	8.499186e-02	5.254749e+01
1.325845e-02	8.486866e-02	5.263236e+01
1.322918e-02	8.468130e-02	5.271704e+01
1.321624e-02	8.459845e-02	5.280164e+01
1.320811e-02	8.454643e-02	5.288619e+01
1.316609e-02	8.427742e-02	5.297046e+01
1.315774e-02	8.422402e-02	5.305469e+01
1.313256e-02	8.406283e-02	5.313875e+01
1.310060e-02	8.385822e-02	5.322261e+01
1.307511e-02	8.369505e-02	5.330630e+01
1.302885e-02	8.339897e-02	5.338970e+01
1.300958e-02	8.327562e-02	5.347298e+01
1.299658e-02	8.319238e-02	5.355617e+01
1.298113e-02	8.309350e-02	5.363927e+01
1.296665e-02	8.300084e-02	5.372227e+01
1.293846e-02	8.282036e-02	5.380509e+01
1.291433e-02	8.266591e-02	5.388775e+01
1.290758e-02	8.262272e-02	5.397038e+01
1.286924e-02	8.237730e-02	5.405275e+01
1.284370e-02	8.221380e-02	5.413497e+01
1.283951e-02	8.218695e-02	5.421715e+01
1.283090e-02	8.213187e-02	5.429929e+01
1.278921e-02	8.186503e-02	5.438115e+01
1.276417e-02	8.170471e-02	5.446285e+01
1.273587e-02	8.152354e-02	5.454438e+01
1.271607e-02	8.139684e-02	5.462578e+01
1.267530e-02	8.113586e-02	5.470691e+01
1.265715e-02	8.101966e-02	5.478793e+01
1.263884e-02	8.090247e-02	5.486883e+01
1.261875e-02	8.077389e-02	5.494961e+01
1.258914e-02	8.058435e-02	5.503019e+01
1.257403e-02	8.048763e-02	5.511068e+01
1.254738e-02	8.031701e-02	5.519100e+01
1.251660e-02	8.012002e-02	5.527112e+01
1.248769e-02	7.993496e-02	5.535105e+01
1.247909e-02	7.987987e-02	5.543093e+01
1.245159e-02	7.970388e-02	5.551063e+01
1.244758e-02	7.967821e-02	5.559031e+01
1.240592e-02	7.941155e-02	5.566972e+01
1.238956e-02	7.930678e-02	5.574903e+01
1.238060e-02	7.924942e-02	5.582828e+01
1.233749e-02	7.897347e-02	5.590725e+01
1.233478e-02	7.895612e-02	5.598621e+01
1.230337e-02	7.875508e-02	5.606497e+01
1.228314e-02	7.862558e-02	5.614359e+01
1.225602e-02	7.845203e-02	5.622204e+01
1.221700e-02	7.820225e-02	5.630025e+01
1.220670e-02	7.813631e-02	5.637838e+01
1.218360e-02	7.798840e-02	5.645637e+01
1.216901e-02	7.789503e-02	5.653427e+01
1.215690e-02	7.781754e-02	5.661208e+01
1.211880e-02	7.757365e-02	5.668966e+01
1.210937e-02	7.751327e-02	5.676717e+01
1.206509e-02	7.722984e-02	5.684440e+01
1.205388e-02	7.715810e-02	5.692156e+01
1.204275e-02	7.708686e-02	5.699864e+01
1.203597e-02	7.704342e-02	5.707569e+01
1.200407e-02	7.683925e-02	5.715253e+01
1.196299e-02	7.657631e-02	5.722910e+01
1.195051e-02	7.649640e-02	5.730560e+01
1.192971e-02	7.636323e-02	5.738196e+01
1.191992e-02	7.630060e-02	5.745826e+01
1.191344e-02	7.625913e-02	5.753452e+01
1.189315e-02	7.612921e-02	5.761065e+01
1.186571e-02	7.595360e-02	5.768661e+01
1.184437e-02	7.581700e-02	5.776242e+01
1.181914e-02	7.565551e-02	5.783808e+01
1.181396e-02	7.562234e-02	5.791370e+01
1.177933e-02	7.540063e-02	5.798910e+01
1.177431e-02	7.536854e-02	5.806447e+01
1.175928e-02	7.527231e-02	5.813974e+01
1.171288e-02	7.497530e-02	5.821472e+01
1.169259e-02	7.484542e-02	5.828956e+01
1.168559e-02	7.480062e-02	5.836436e+01
1.167650e-02	7.474244e-02	5.843911e+01
1.164871e-02	7.456454e-02	5.851367e+01
1.161160e-02	7.432701e-02	5.858800e+01
1.160706e-02	7.429792e-02	5.866230e+01
1.157777e-02	7.411044e-02	5.873641e+01
1.157724e-02	7.410704e-02	5.881051e+01
1.153459e-02	7.383408e-02	5.888435e+01
1.152155e-02	7.375060e-02	5.895810e+01
1.148907e-02	7.354269e-02	5.903164e+01
1.145529e-02	7.332645e-02	5.910497e+01
1.144335e-02	7.325001e-02	5.917822e+01
1.143037e-02	7.316695e-02	5.925138e+01
1.141167e-02	7.304724e-02	5.932443e+01
1.140745e-02	7.302020e-02	5.939745e+01
1.137616e-02	7.281995e-02	5.947027e+01
1.137092e-02	7.278639e-02	5.954306e+01
1.133697e-02	7.256906e-02	5.961563e+01
1.129833e-02	7.232172e-02	5.968795e+01
1.129484e-02	7.229936e-02	5.976025e+01
1.127566e-02	7.217658e-02	5.983242e+01
1.125578e-02	7.204935e-02	5.990447e+01
1.124808e-02	7.200010e-02	5.997647e+01
1.121133e-02	7.176482e-02	6.004824e+01
1.119043e-02	7.163102e-02	6.011987e+01
1.117344e-02	7.152229e-02	6.019139e+01
1.115934e-02	7.143207e-02	6.026282e+01
1.114615e-02	7.134761e-02	6.033417e+01
1.112075e-02	7.118504e-02	6.040536e+01
1.111429e-02	7.114364e-02	6.047650e+01
1.110393e-02	7.107738e-02	6.054758e+01
1.107473e-02	7.089043e-02	6.061847e+01
1.104939e-02	7.072826e-02	6.068920e+01
1.103469e-02	7.063411e-02	6.075983e+01
1.101990e-02	7.053948e-02	6.083037e+01
1.100133e-02	7.042060e-02	6.090079e+01
1.098513e-02	7.031691e-02	6.097111e+01
1.097336e-02	7.024156e-02	6.104135e+01
1.094605e-02	7.006678e-02	6.111142e+01
1.090561e-02	6.980791e-02	6.118122e+01
1.089518e-02	6.974111e-02	6.125096e+01
1.088592e-02	6.968183e-02	6.132065e+01
1.086065e-02	6.952011e-02	6.139017e+01
1.085386e-02	6.947665e-02	6.145964e+01
1.083646e-02	6.936525e-02	6.152901e+01
1.081774e-02	6.924540e-02	6.159825e+01
1.079461e-02	6.909735e-02	6.166735e+01
1.077575e-02	6.897662e-02	6.173633e+01
1.075684e-02	6.885560e-02	6.180518e+01
1.074337e-02	6.876935e-02	6.187395e+01
1.072840e-02	6.867352e-02	6.194263e+01
1.072236e-02	6.863486e-02	6.201126e+01
1.070387e-02	6.851652e-02	6.207978e+01
1.068195e-02	6.837624e-02	6.214815e+01
1.067618e-02	6.833930e-02	6.221649e+01
1.066005e-02	6.823604e-02	6.228473e+01
1.064715e-02	6.815347e-02	6.235288e+01
1.064103e-02	6.811430e-02	6.242100e+01
1.059146e-02	6.779699e-02	6.248879e+01
1.056326e-02	6.761647e-02	6.255641e+01
1.056078e-02	6.760058e-02	6.262401e+01
1.054166e-02	6.747818e-02	6.269149e+01
1.052992e-02	6.740306e-02	6.275889e+01
1.051929e-02	6.733504e-02	6.282623e+01
1.048376e-02	6.710761e-02	6.289333e+01
1.045057e-02	6.689512e-02	6.296023e+01
1.043951e-02	6.682435e-02	6.302705e+01
1.041640e-02	6.667643e-02	6.309373e+01
1.040143e-02	6.658060e-02	6.316031e+01
1.039297e-02	6.652641e-02	6.322684e+01
1.037091e-02	6.638524e-02	6.329322e+01
1.036749e-02	6.636335e-02	6.335959e+01
1.035276e-02	6.626904e-02	6.342586e+01
1.034473e-02	6.621766e-02	6.349207e+01
1.030610e-02	6.597037e-02	6.355804e+01
1.028196e-02	6.581581e-02	6.362386e+01
1.026254e-02	6.569151e-02	6.368955e+01
1.025291e-02	6.562986e-02	6.375518e+01
1.024273e-02	6.556474e-02	6.382075e+01
1.022830e-02	6.547233e-02	6.388622e+01
1.021853e-02	6.540979e-02	6.395163e+01
1.018976e-02	6.522567e-02	6.401685e+01
1.014455e-02	6.493628e-02	6.408179e+01
1.013633e-02	6.488367e-02	6.414667e+01
1.013123e-02	6.485101e-02	6.421152e+01
1.011681e-02	6.475872e-02	6.427628e+01
1.010781e-02	6.470111e-02	6.434098e+01
1.007860e-02	6.451412e-02	6.440550e+01
1.005077e-02	6.433595e-02	6.446983e+01
1.003736e-02	6.425011e-02	6.453408e+01
1.001657e-02	6.411708e-02	6.459820e+01
1.000819e-02	6.406339e-02	6.466226e+01
9.996759e-03	6.399024e-02	6.472625e+01
9.981256e-03	6.389100e-02	6.479015e+01
9.974843e-03	6.384996e-02	6.485400e+01
9.964322e-03	6.378261e-02	6.491778e+01
9.928098e-03	6.355074e-02	6.498133e+01
9.920558e-03	6.350248e-02	6.504483e+01
9.909340e-03	6.343067e-02	6.510826e+01
9.886071e-03	6.328172e-02	6.517154e+01
9.884350e-03	6.327070e-02	6.523481e+01
9.836724e-03	6.296584e-02	6.529778e+01
9.816810e-03	6.283837e-02	6.536062e+01
9.802309e-03	6.274555e-02	6.542336e+01
9.785952e-03	6.264085e-02	6.548601e+01
9.772115e-03	6.255228e-02	6.554856e+01
9.766042e-03	6.251340e-02	6.561107e+01
9.730498e-03	6.228588e-02	6.567336e+01
9.722507e-03	6.223473e-02	6.573559e+01
9.704639e-03	6.212036e-02	6.579771e+01
9.692889e-03	6.204514e-02	6.585976e+01
9.683233e-03	6.198333e-02	6.592174e+01
9.663555e-03	6.185737e-02	6.598360e+01
9.654326e-03	6.179829e-02	6.604540e+01
9.649413e-03	6.176684e-02	6.610716e+01
9.640427e-03	6.170933e-02	6.616887e+01
9.616442e-03	6.155579e-02	6.623043e+01
9.610476e-03	6.151761e-02	6.629195e+01
9.602947e-03	6.146942e-02	6.635341e+01
9.566046e-03	6.123321e-02	6.641465e+01
9.549753e-03	6.112891e-02	6.647578e+01
9.541668e-03	6.107716e-02	6.653685e+01
9.525561e-03	6.097406e-02	6.659783e+01
9.505682e-03	6.084681e-02	6.665868e+01
9.481472e-03	6.069184e-02	6.671937e+01
9.478045e-03	6.066990e-02	6.678004e+01
9.442374e-03	6.044157e-02	6.684048e+01
9.437214e-03	6.040854e-02	6.690089e+01
9.425662e-03	6.033459e-02	6.696122e+01
9.416384e-03	6.027521e-02	6.702150e+01
9.406207e-03	6.021006e-02	6.708171e+01
9.393563e-03	6.012912e-02	6.714184e+01
9.373452e-03	6.000039e-02	6.720184e+01
9.357022e-03	5.989523e-02	6.726173e+01
9.351874e-03	5.986227e-02	6.732159e+01
9.342719e-03	5.980367e-02	6.738140e+01
9.316698e-03	5.963710e-02	6.744103e+01
9.294102e-03	5.949246e-02	6.750053e+01
9.279778e-03	5.940078e-02	6.755993e+01
9.263102e-03	5.929403e-02	6.761922e+01
9.252783e-03	5.922798e-02	6.767845e+01
9.243302e-03	5.916729e-02	6.773762e+01
9.224643e-03	5.904785e-02	6.779667e+01
9.210272e-03	5.895586e-02	6.785562e+01
9.202067e-03	5.890334e-02	6.791452e+01
9.192608e-03	5.884279e-02	6.797337e+01
9.166651e-03	5.867664e-02	6.803204e+01
9.156577e-03	5.861216e-02	6.809066e+01
9.145005e-03	5.853808e-02	6.814919e+01
9.131236e-03	5.844994e-02	6.820764e+01
9.119622e-03	5.837560e-02	6.826602e+01
9.093989e-03	5.821153e-02	6.832423e+01
9.067610e-03	5.804267e-02	6.838227e+01
9.049107e-03	5.792423e-02	6.844020e+01
9.042524e-03	5.788209e-02	6.849808e+01
9.025036e-03	5.777015e-02	6.855585e+01
9.005075e-03	5.764238e-02	6.861349e+01
8.993409e-03	5.756770e-02	6.867106e+01
8.982050e-03	5.749499e-02	6.872856e+01
8.959787e-03	5.735248e-02	6.878591e+01
8.944632e-03	5.725547e-02	6.884316e+01
8.927179e-03	5.714376e-02	6.890031e+01
8.906841e-03	5.701357e-02	6.895732e+01
8.900927e-03	5.697572e-02	6.901430e+01
8.894882e-03	5.693702e-02	6.907123e+01
8.872622e-03	5.679453e-02	6.912803e+01
8.869707e-03	5.677587e-02	6.918480e+01
8.852059e-03	5.666291e-02	6.924147e+01
8.821217e-03	5.646548e-02	6.929793e+01
8.809883e-03	5.639293e-02	6.935432e+01
8.806090e-03	5.636865e-02	6.941069e+01
8.788208e-03	5.625419e-02	6.946695e+01
8.780244e-03	5.620321e-02	6.952315e+01
8.759547e-03	5.607073e-02	6.957922e+01
8.740312e-03	5.594760e-02	6.963517e+01
8.730322e-03	5.588365e-02	6.969105e+01
8.718247e-03	5.580636e-02	6.974686e+01
8.709154e-03	5.574816e-02	6.980261e+01
8.697956e-03	5.567648e-02	6.985828e+01
8.659944e-03	5.543316e-02	6.991372e+01
8.657488e-03	5.541744e-02	6.996913e+01
8.646434e-03	5.534668e-02	7.002448e+01
8.629200e-03	5.523636e-02	7.007972e+01
8.595228e-03	5.501890e-02	7.013474e+01
8.591261e-03	5.499351e-02	7.018973e+01
8.587595e-03	5.497005e-02	7.024470e+01
8.576243e-03	5.489738e-02	7.029960e+01
8.559298e-03	5.478891e-02	7.035439e+01
8.547919e-03	5.471607e-02	7.040910e+01
