eigenvalue	percentage of variance	cumulative percentage of variance
2.565471e-02	1.642634e-01	2.607812e+01
2.563566e-02	1.641415e-01	2.624226e+01
2.549361e-02	1.632320e-01	2.640550e+01
2.524037e-02	1.616105e-01	2.656711e+01
2.518414e-02	1.612505e-01	2.672836e+01
2.493159e-02	1.596334e-01	2.688799e+01
2.471812e-02	1.582666e-01	2.704626e+01
2.467742e-02	1.580060e-01	2.720426e+01
2.445227e-02	1.565644e-01	2.736083e+01
2.441597e-02	1.563320e-01	2.751716e+01
2.429713e-02	1.555711e-01	2.767273e+01
2.397390e-02	1.535015e-01	2.782623e+01
2.391587e-02	1.531299e-01	2.797936e+01
2.384444e-02	1.526726e-01	2.813204e+01
2.382069e-02	1.525205e-01	2.828456e+01
2.361724e-02	1.512178e-01	2.843577e+01
2.345650e-02	1.501886e-01	2.858596e+01
2.332688e-02	1.493587e-01	2.873532e+01
2.322588e-02	1.487120e-01	2.888403e+01
2.310514e-02	1.479389e-01	2.903197e+01
2.305943e-02	1.476462e-01	2.917962e+01
2.298507e-02	1.471701e-01	2.932679e+01
2.294444e-02	1.469100e-01	2.947370e+01
2.285312e-02	1.463253e-01	2.962002e+01
2.271037e-02	1.454113e-01	2.976543e+01
2.263144e-02	1.449059e-01	2.991034e+01
2.244634e-02	1.437208e-01	3.005406e+01
2.237541e-02	1.432666e-01	3.019733e+01
2.227238e-02	1.426069e-01	3.033993e+01
2.216955e-02	1.419485e-01	3.048188e+01
2.205018e-02	1.411842e-01	3.062307e+01
2.201450e-02	1.409557e-01	3.076402e+01
2.191332e-02	1.403078e-01	3.090433e+01
2.182837e-02	1.397640e-01	3.104409e+01
2.178272e-02	1.394717e-01	3.118357e+01
2.167224e-02	1.387643e-01	3.132233e+01
2.164686e-02	1.386018e-01	3.146093e+01
2.143879e-02	1.372695e-01	3.159820e+01
2.140512e-02	1.370539e-01	3.173526e+01
2.129975e-02	1.363793e-01	3.187164e+01
2.124618e-02	1.360363e-01	3.200767e+01
2.120669e-02	1.357834e-01	3.214346e+01
2.107436e-02	1.349361e-01	3.227839e+01
2.100931e-02	1.345197e-01	3.241291e+01
2.093323e-02	1.340325e-01	3.254694e+01
2.079895e-02	1.331727e-01	3.268012e+01
2.072499e-02	1.326992e-01	3.281282e+01
2.069770e-02	1.325245e-01	3.294534e+01
2.059860e-02	1.318899e-01	3.307723e+01
2.050940e-02	1.313188e-01	3.320855e+01
2.042606e-02	1.307852e-01	3.333933e+01
2.037657e-02	1.304683e-01	3.346980e+01
2.034072e-02	1.302387e-01	3.360004e+01
2.030688e-02	1.300221e-01	3.373006e+01
2.025021e-02	1.296592e-01	3.385972e+01
2.012473e-02	1.288558e-01	3.398858e+01
2.005153e-02	1.283871e-01	3.411696e+01
1.996086e-02	1.278066e-01	3.424477e+01
1.992432e-02	1.275726e-01	3.437234e+01
1.987924e-02	1.272839e-01	3.449963e+01
1.987543e-02	1.272595e-01	3.462689e+01
1.975005e-02	1.264568e-01	3.475334e+01
1.970862e-02	1.261915e-01	3.487954e+01
1.961108e-02	1.255670e-01	3.500510e+01
1.959260e-02	1.254486e-01	3.513055e+01
1.956279e-02	1.252577e-01	3.525581e+01
1.944546e-02	1.245065e-01	3.538032e+01
1.942331e-02	1.243647e-01	3.550468e+01
1.932711e-02	1.237487e-01	3.562843e+01
1.931559e-02	1.236750e-01	3.575210e+01
1.920958e-02	1.229962e-01	3.587510e+01
1.914522e-02	1.225841e-01	3.599768e+01
1.912793e-02	1.224734e-01	3.612016e+01
1.904359e-02	1.219334e-01	3.624209e+01
1.897938e-02	1.215223e-01	3.636361e+01
1.891423e-02	1.211051e-01	3.648472e+01
1.885617e-02	1.207334e-01	3.660545e+01
1.882106e-02	1.205086e-01	3.672596e+01
1.876098e-02	1.201239e-01	3.684608e+01
1.872003e-02	1.198617e-01	3.696595e+01
1.869390e-02	1.196944e-01	3.708564e+01
1.867190e-02	1.195535e-01	3.720519e+01
1.859597e-02	1.190674e-01	3.732426e+01
1.855103e-02	1.187796e-01	3.744304e+01
1.850565e-02	1.184891e-01	3.756153e+01
1.844204e-02	1.180818e-01	3.767961e+01
1.840907e-02	1.178707e-01	3.779748e+01
1.834649e-02	1.174700e-01	3.791495e+01
1.829312e-02	1.171282e-01	3.803208e+01
1.820743e-02	1.165796e-01	3.814866e+01
1.816515e-02	1.163089e-01	3.826497e+01
1.810976e-02	1.159542e-01	3.838092e+01
1.806311e-02	1.156555e-01	3.849658e+01
1.802315e-02	1.153996e-01	3.861198e+01
1.794824e-02	1.149201e-01	3.872690e+01
1.791797e-02	1.147262e-01	3.884162e+01
1.787944e-02	1.144795e-01	3.895610e+01
1.780274e-02	1.139884e-01	3.907009e+01
1.776796e-02	1.137657e-01	3.918386e+01
1.773320e-02	1.135432e-01	3.929740e+01
1.766949e-02	1.131352e-01	3.941054e+01
1.765782e-02	1.130605e-01	3.952360e+01
1.757603e-02	1.125368e-01	3.963613e+01
1.751254e-02	1.121303e-01	3.974826e+01
1.750424e-02	1.120772e-01	3.986034e+01
1.747118e-02	1.118655e-01	3.997221e+01
1.742091e-02	1.115436e-01	4.008375e+01
1.739816e-02	1.113979e-01	4.019515e+01
1.734477e-02	1.110561e-01	4.030620e+01
1.728014e-02	1.106423e-01	4.041685e+01
1.724761e-02	1.104340e-01	4.052728e+01
1.720380e-02	1.101535e-01	4.063743e+01
1.715175e-02	1.098202e-01	4.074725e+01
1.713476e-02	1.097114e-01	4.085697e+01
1.707000e-02	1.092968e-01	4.096626e+01
1.702116e-02	1.089841e-01	4.107525e+01
1.700335e-02	1.088700e-01	4.118412e+01
1.692197e-02	1.083490e-01	4.129247e+01
1.690447e-02	1.082369e-01	4.140070e+01
1.684837e-02	1.078777e-01	4.150858e+01
1.679840e-02	1.075578e-01	4.161614e+01
1.675334e-02	1.072693e-01	4.172341e+01
1.674148e-02	1.071933e-01	4.183060e+01
1.673222e-02	1.071341e-01	4.193774e+01
1.667170e-02	1.067465e-01	4.204448e+01
1.665415e-02	1.066342e-01	4.215112e+01
1.659748e-02	1.062713e-01	4.225739e+01
1.658377e-02	1.061835e-01	4.236357e+01
1.655919e-02	1.060261e-01	4.246960e+01
1.653448e-02	1.058679e-01	4.257546e+01
1.646341e-02	1.054129e-01	4.268088e+01
1.644541e-02	1.052976e-01	4.278618e+01
1.642352e-02	1.051575e-01	4.289133e+01
1.638445e-02	1.049073e-01	4.299624e+01
1.631641e-02	1.044716e-01	4.310071e+01
1.625747e-02	1.040943e-01	4.320481e+01
1.624221e-02	1.039966e-01	4.330880e+01
1.620512e-02	1.037591e-01	4.341256e+01
1.617775e-02	1.035838e-01	4.351615e+01
1.615835e-02	1.034596e-01	4.361960e+01
1.611824e-02	1.032028e-01	4.372281e+01
1.608767e-02	1.030070e-01	4.382581e+01
1.605334e-02	1.027872e-01	4.392860e+01
1.601659e-02	1.025520e-01	4.403115e+01
1.600682e-02	1.024894e-01	4.413364e+01
1.599088e-02	1.023873e-01	4.423603e+01
1.595540e-02	1.021602e-01	4.433819e+01
1.594418e-02	1.020883e-01	4.444028e+01
1.587306e-02	1.016329e-01	4.454191e+01
1.582105e-02	1.012999e-01	4.464321e+01
1.580896e-02	1.012225e-01	4.474443e+01
1.580109e-02	1.011721e-01	4.484561e+01
1.578123e-02	1.010450e-01	4.494665e+01
1.573504e-02	1.007492e-01	4.504740e+01
1.567481e-02	1.003636e-01	4.514776e+01
1.561628e-02	9.998881e-02	4.524775e+01
1.558556e-02	9.979214e-02	4.534755e+01
1.556830e-02	9.968162e-02	4.544723e+01
1.549662e-02	9.922268e-02	4.554645e+01
1.548641e-02	9.915728e-02	4.564561e+01
1.543574e-02	9.883288e-02	4.574444e+01
1.540853e-02	9.865864e-02	4.584310e+01
1.537729e-02	9.845859e-02	4.594156e+01
1.534553e-02	9.825525e-02	4.603981e+01
1.531439e-02	9.805585e-02	4.613787e+01
1.528049e-02	9.783878e-02	4.623571e+01
1.524491e-02	9.761100e-02	4.633332e+01
1.523054e-02	9.751897e-02	4.643084e+01
1.521471e-02	9.741762e-02	4.652825e+01
1.513985e-02	9.693831e-02	4.662519e+01
1.508815e-02	9.660731e-02	4.672180e+01
1.508536e-02	9.658942e-02	4.681839e+01
1.505192e-02	9.637528e-02	4.691477e+01
1.502949e-02	9.623170e-02	4.701100e+01
1.500952e-02	9.610383e-02	4.710710e+01
1.497121e-02	9.585855e-02	4.720296e+01
1.496049e-02	9.578989e-02	4.729875e+01
1.490300e-02	9.542180e-02	4.739417e+01
1.489484e-02	9.536956e-02	4.748954e+01
1.483729e-02	9.500109e-02	4.758454e+01
1.481433e-02	9.485407e-02	4.767940e+01
1.477099e-02	9.457656e-02	4.777397e+01
1.476273e-02	9.452367e-02	4.786850e+01
1.473903e-02	9.437195e-02	4.796287e+01
1.470023e-02	9.412350e-02	4.805699e+01
1.468172e-02	9.400499e-02	4.815100e+01
1.466371e-02	9.388968e-02	4.824489e+01
1.462518e-02	9.364298e-02	4.833853e+01
1.460194e-02	9.349414e-02	4.843202e+01
1.458271e-02	9.337100e-02	4.852539e+01
1.454546e-02	9.313253e-02	4.861853e+01
1.449430e-02	9.280493e-02	4.871133e+01
1.448191e-02	9.272560e-02	4.880406e+01
1.444139e-02	9.246617e-02	4.889652e+01
1.441416e-02	9.229181e-02	4.898882e+01
1.434952e-02	9.187794e-02	4.908069e+01
1.434655e-02	9.185895e-02	4.917255e+01
1.432454e-02	9.171798e-02	4.926427e+01
1.429747e-02	9.154469e-02	4.935581e+01
1.426514e-02	9.133766e-02	4.944715e+01
1.422222e-02	9.106287e-02	4.953822e+01
1.420619e-02	9.096019e-02	4.962918e+01
1.420013e-02	9.092141e-02	4.972010e+01
1.418319e-02	9.081292e-02	4.981091e+01
1.417367e-02	9.075203e-02	4.990166e+01
1.411256e-02	9.036069e-02	4.999202e+01
1.410083e-02	9.028561e-02	5.008231e+01
1.408789e-02	9.020276e-02	5.017251e+01
1.404857e-02	8.995102e-02	5.026246e+01
1.401596e-02	8.974219e-02	5.035220e+01
1.398663e-02	8.955439e-02	5.044176e+01
1.396245e-02	8.939956e-02	5.053116e+01
1.395229e-02	8.933451e-02	5.062049e+01
1.389315e-02	8.895588e-02	5.070945e+01
1.388780e-02	8.892161e-02	5.079837e+01
1.384145e-02	8.862483e-02	5.088699e+01
1.382662e-02	8.852987e-02	5.097552e+01
1.379677e-02	8.833878e-02	5.106386e+01
1.378987e-02	8.829458e-02	5.115216e+01
1.374499e-02	8.800723e-02	5.124017e+01
1.372175e-02	8.785843e-02	5.132802e+01
1.370497e-02	8.775100e-02	5.141577e+01
1.364167e-02	8.734567e-02	5.150312e+01
1.363143e-02	8.728011e-02	5.159040e+01
1.359152e-02	8.702457e-02	5.167742e+01
1.356205e-02	8.683586e-02	5.176426e+01
1.355131e-02	8.676709e-02	5.185103e+01
1.353596e-02	8.666883e-02	5.193770e+01
1.352114e-02	8.657394e-02	5.202427e+01
1.348355e-02	8.633324e-02	5.211060e+01
1.345302e-02	8.613776e-02	5.219674e+01
1.341376e-02	8.588638e-02	5.228263e+01
1.338631e-02	8.571062e-02	5.236834e+01
1.337998e-02	8.567011e-02	5.245401e+01
1.337078e-02	8.561118e-02	5.253962e+01
1.335082e-02	8.548343e-02	5.262510e+01
1.332620e-02	8.532579e-02	5.271043e+01
1.328491e-02	8.506137e-02	5.279549e+01
1.325855e-02	8.489259e-02	5.288038e+01
1.323184e-02	8.472156e-02	5.296510e+01
1.322241e-02	8.466121e-02	5.304977e+01
1.318400e-02	8.441530e-02	5.313418e+01
1.316145e-02	8.427091e-02	5.321845e+01
1.314089e-02	8.413923e-02	5.330259e+01
1.312634e-02	8.404607e-02	5.338664e+01
1.310201e-02	8.389033e-02	5.347053e+01
1.305615e-02	8.359667e-02	5.355412e+01
1.303279e-02	8.344712e-02	5.363757e+01
1.302051e-02	8.336849e-02	5.372094e+01
1.299610e-02	8.321217e-02	5.380415e+01
1.296963e-02	8.304271e-02	5.388719e+01
1.294197e-02	8.286559e-02	5.397006e+01
1.292980e-02	8.278765e-02	5.405285e+01
1.290199e-02	8.260963e-02	5.413546e+01
1.287956e-02	8.246599e-02	5.421792e+01
1.284760e-02	8.226133e-02	5.430019e+01
1.281167e-02	8.203133e-02	5.438222e+01
1.279244e-02	8.190821e-02	5.446412e+01
1.276814e-02	8.175258e-02	5.454588e+01
1.275281e-02	8.165444e-02	5.462753e+01
1.274491e-02	8.160384e-02	5.470914e+01
1.271227e-02	8.139483e-02	5.479053e+01
1.268234e-02	8.120324e-02	5.487173e+01
1.266620e-02	8.109990e-02	5.495283e+01
1.264931e-02	8.099176e-02	5.503383e+01
1.263518e-02	8.090126e-02	5.511473e+01
1.260614e-02	8.071534e-02	5.519544e+01
1.259260e-02	8.062862e-02	5.527607e+01
1.254927e-02	8.035121e-02	5.535642e+01
1.254243e-02	8.030738e-02	5.543673e+01
1.252457e-02	8.019306e-02	5.551692e+01
1.249850e-02	8.002609e-02	5.559695e+01
1.247987e-02	7.990682e-02	5.567686e+01
1.244645e-02	7.969288e-02	5.575655e+01
1.238948e-02	7.932809e-02	5.583588e+01
1.237489e-02	7.923469e-02	5.591511e+01
1.236028e-02	7.914113e-02	5.599425e+01
1.235122e-02	7.908312e-02	5.607333e+01
1.233253e-02	7.896346e-02	5.615230e+01
1.231858e-02	7.887415e-02	5.623117e+01
1.230058e-02	7.875889e-02	5.630993e+01
1.227104e-02	7.856969e-02	5.638850e+01
1.225727e-02	7.848158e-02	5.646698e+01
1.224603e-02	7.840958e-02	5.654539e+01
1.222536e-02	7.827727e-02	5.662367e+01
1.217259e-02	7.793936e-02	5.670161e+01
1.216711e-02	7.790429e-02	5.677951e+01
1.215815e-02	7.784691e-02	5.685736e+01
1.210731e-02	7.752142e-02	5.693488e+01
1.209685e-02	7.745442e-02	5.701234e+01
1.207865e-02	7.733786e-02	5.708967e+01
1.206014e-02	7.721937e-02	5.716689e+01
1.203147e-02	7.703578e-02	5.724393e+01
1.202868e-02	7.701794e-02	5.732095e+01
1.199187e-02	7.678224e-02	5.739773e+01
1.198385e-02	7.673087e-02	5.747446e+01
1.196523e-02	7.661169e-02	5.755107e+01
1.194167e-02	7.646084e-02	5.762753e+01
1.192706e-02	7.636726e-02	5.770390e+01
1.190605e-02	7.623276e-02	5.778013e+01
1.188670e-02	7.610882e-02	5.785624e+01
1.184883e-02	7.586640e-02	5.793211e+01
1.183581e-02	7.578301e-02	5.800789e+01
1.180248e-02	7.556961e-02	5.808346e+01
1.179580e-02	7.552685e-02	5.815899e+01
1.177244e-02	7.537723e-02	5.823436e+01
1.176714e-02	7.534334e-02	5.830971e+01
1.173415e-02	7.513210e-02	5.838484e+01
1.171513e-02	7.501030e-02	5.845985e+01
1.168904e-02	7.484328e-02	5.853469e+01
1.166779e-02	7.470719e-02	5.860940e+01
1.165112e-02	7.460045e-02	5.868400e+01
1.162039e-02	7.440369e-02	5.875840e+01
1.159773e-02	7.425860e-02	5.883266e+01
1.159019e-02	7.421035e-02	5.890687e+01
1.158766e-02	7.419412e-02	5.898107e+01
1.155414e-02	7.397951e-02	5.905505e+01
1.153423e-02	7.385201e-02	5.912890e+01
1.150229e-02	7.364755e-02	5.920255e+01
1.149971e-02	7.363103e-02	5.927618e+01
1.146441e-02	7.340497e-02	5.934958e+01
1.145288e-02	7.333115e-02	5.942291e+01
1.142588e-02	7.315826e-02	5.949607e+01
1.139004e-02	7.292883e-02	5.956900e+01
1.137232e-02	7.281536e-02	5.964182e+01
1.135522e-02	7.270583e-02	5.971452e+01
1.134115e-02	7.261579e-02	5.978714e+01
1.132587e-02	7.251792e-02	5.985966e+01
1.128726e-02	7.227069e-02	5.993193e+01
1.127514e-02	7.219315e-02	6.000412e+01
1.126163e-02	7.210659e-02	6.007623e+01
1.124768e-02	7.201729e-02	6.014824e+01
1.122684e-02	7.188385e-02	6.022013e+01
1.121125e-02	7.178406e-02	6.029191e+01
1.118962e-02	7.164557e-02	6.036356e+01
1.117732e-02	7.156677e-02	6.043512e+01
1.115709e-02	7.143726e-02	6.050656e+01
1.113827e-02	7.131677e-02	6.057788e+01
1.113106e-02	7.127060e-02	6.064915e+01
1.110201e-02	7.108459e-02	6.072023e+01
1.109032e-02	7.100976e-02	6.079124e+01
1.106623e-02	7.085549e-02	6.086210e+01
1.104740e-02	7.073493e-02	6.093283e+01
1.102144e-02	7.056873e-02	6.100340e+01
1.099796e-02	7.041837e-02	6.107382e+01
1.098942e-02	7.036369e-02	6.114418e+01
1.096422e-02	7.020231e-02	6.121439e+01
1.094676e-02	7.009052e-02	6.128448e+01
1.091028e-02	6.985700e-02	6.135433e+01
1.088815e-02	6.971530e-02	6.142405e+01
1.088020e-02	6.966435e-02	6.149371e+01
1.085369e-02	6.949464e-02	6.156321e+01
1.084129e-02	6.941525e-02	6.163262e+01
1.083229e-02	6.935762e-02	6.170198e+01
1.082031e-02	6.928093e-02	6.177126e+01
1.081216e-02	6.922874e-02	6.184049e+01
1.078659e-02	6.906501e-02	6.190956e+01
1.077341e-02	6.898059e-02	6.197854e+01
1.076404e-02	6.892061e-02	6.204746e+01
1.074199e-02	6.877943e-02	6.211624e+01
1.071906e-02	6.863263e-02	6.218487e+01
1.068089e-02	6.838820e-02	6.225326e+01
1.066378e-02	6.827867e-02	6.232154e+01
1.064909e-02	6.818462e-02	6.238972e+01
1.063486e-02	6.809347e-02	6.245781e+01
1.061696e-02	6.797889e-02	6.252579e+01
1.060693e-02	6.791467e-02	6.259371e+01
1.058195e-02	6.775469e-02	6.266146e+01
1.055916e-02	6.760879e-02	6.272907e+01
1.055079e-02	6.755522e-02	6.279663e+01
1.053380e-02	6.744644e-02	6.286407e+01
1.053000e-02	6.742212e-02	6.293150e+01
1.050455e-02	6.725916e-02	6.299875e+01
1.049291e-02	6.718459e-02	6.306594e+01
1.046465e-02	6.700369e-02	6.313294e+01
1.043684e-02	6.682559e-02	6.319977e+01
1.042998e-02	6.678169e-02	6.326655e+01
1.040620e-02	6.662944e-02	6.333318e+01
1.039043e-02	6.652846e-02	6.339971e+01
1.038084e-02	6.646708e-02	6.346617e+01
1.035714e-02	6.631528e-02	6.353249e+01
1.033380e-02	6.616588e-02	6.359866e+01
1.032237e-02	6.609267e-02	6.366475e+01
1.031022e-02	6.601488e-02	6.373076e+01
1.030759e-02	6.599802e-02	6.379676e+01
1.027897e-02	6.581475e-02	6.386258e+01
1.025370e-02	6.565299e-02	6.392823e+01
1.024211e-02	6.557879e-02	6.399381e+01
1.023397e-02	6.552664e-02	6.405933e+01
1.022069e-02	6.544162e-02	6.412478e+01
1.019353e-02	6.526770e-02	6.419004e+01
1.016700e-02	6.509788e-02	6.425514e+01
1.014205e-02	6.493811e-02	6.432008e+01
1.013649e-02	6.490251e-02	6.438498e+01
1.013023e-02	6.486244e-02	6.444984e+01
1.011656e-02	6.477490e-02	6.451462e+01
1.009639e-02	6.464573e-02	6.457927e+01
1.008319e-02	6.456121e-02	6.464383e+01
1.005764e-02	6.439765e-02	6.470822e+01
1.003668e-02	6.426341e-02	6.477249e+01
1.001487e-02	6.412379e-02	6.483661e+01
1.000094e-02	6.403460e-02	6.490065e+01
9.994582e-03	6.399389e-02	6.496464e+01
9.982520e-03	6.391666e-02	6.502856e+01
9.946876e-03	6.368844e-02	6.509225e+01
9.936895e-03	6.362453e-02	6.515587e+01
9.923939e-03	6.354157e-02	6.521941e+01
9.919042e-03	6.351022e-02	6.528292e+01
9.896118e-03	6.336344e-02	6.534628e+01
9.893433e-03	6.334625e-02	6.540963e+01
9.880823e-03	6.326551e-02	6.547290e+01
9.863335e-03	6.315353e-02	6.553605e+01
9.859258e-03	6.312743e-02	6.559918e+01
9.819481e-03	6.287274e-02	6.566205e+01
9.796935e-03	6.272838e-02	6.572478e+01
9.793986e-03	6.270950e-02	6.578749e+01
9.772548e-03	6.257224e-02	6.585006e+01
9.763824e-03	6.251638e-02	6.591258e+01
9.732033e-03	6.231282e-02	6.597489e+01
9.715542e-03	6.220724e-02	6.603710e+01
9.696501e-03	6.208532e-02	6.609918e+01
9.678764e-03	6.197175e-02	6.616115e+01
9.671611e-03	6.192595e-02	6.622308e+01
9.645734e-03	6.176027e-02	6.628484e+01
9.631559e-03	6.166950e-02	6.634651e+01
9.605090e-03	6.150003e-02	6.640801e+01
9.587648e-03	6.138835e-02	6.646940e+01
9.586951e-03	6.138388e-02	6.653078e+01
9.558988e-03	6.120484e-02	6.659199e+01
9.555949e-03	6.118538e-02	6.665317e+01
9.532394e-03	6.103456e-02	6.671421e+01
9.503723e-03	6.085099e-02	6.677506e+01
9.495937e-03	6.080114e-02	6.683586e+01
9.483229e-03	6.071977e-02	6.689658e+01
9.465594e-03	6.060685e-02	6.695719e+01
9.445299e-03	6.047691e-02	6.701766e+01
9.434561e-03	6.040815e-02	6.707807e+01
9.418014e-03	6.030220e-02	6.713837e+01
9.410446e-03	6.025375e-02	6.719863e+01
9.393340e-03	6.014422e-02	6.725877e+01
9.377330e-03	6.004171e-02	6.731881e+01
9.352375e-03	5.988193e-02	6.737869e+01
9.348665e-03	5.985818e-02	6.743855e+01
9.341267e-03	5.981080e-02	6.749836e+01
9.316986e-03	5.965534e-02	6.755802e+01
9.302928e-03	5.956533e-02	6.761758e+01
9.280489e-03	5.942166e-02	6.767701e+01
9.260153e-03	5.929144e-02	6.773630e+01
9.243904e-03	5.918740e-02	6.779548e+01
9.230884e-03	5.910404e-02	6.785459e+01
9.209010e-03	5.896398e-02	6.791355e+01
9.197166e-03	5.888815e-02	6.797244e+01
9.175279e-03	5.874801e-02	6.803119e+01
9.159599e-03	5.864761e-02	6.808984e+01
9.158409e-03	5.863999e-02	6.814848e+01
9.132748e-03	5.847569e-02	6.820695e+01
9.118400e-03	5.838382e-02	6.826534e+01
9.106896e-03	5.831016e-02	6.832365e+01
9.096855e-03	5.824587e-02	6.838189e+01
9.081702e-03	5.814885e-02	6.844004e+01
9.076950e-03	5.811842e-02	6.849816e+01
9.056737e-03	5.798900e-02	6.855615e+01
9.042664e-03	5.789890e-02	6.861405e+01
9.030692e-03	5.782224e-02	6.867187e+01
9.005049e-03	5.765805e-02	6.872953e+01
8.994733e-03	5.759200e-02	6.878712e+01
8.977118e-03	5.747921e-02	6.884460e+01
8.967883e-03	5.742008e-02	6.890202e+01
8.960152e-03	5.737058e-02	6.895939e+01
8.938274e-03	5.723050e-02	6.901662e+01
8.907617e-03	5.703421e-02	6.907365e+01
8.894724e-03	5.695165e-02	6.913061e+01
8.883887e-03	5.688226e-02	6.918749e+01
8.874551e-03	5.682249e-02	6.924431e+01
8.863101e-03	5.674918e-02	6.930106e+01
8.852401e-03	5.668067e-02	6.935774e+01
8.835692e-03	5.657368e-02	6.941431e+01
8.818663e-03	5.646464e-02	6.947078e+01
8.806584e-03	5.638730e-02	6.952717e+01
8.796005e-03	5.631957e-02	6.958349e+01
8.774443e-03	5.618151e-02	6.963967e+01
8.761755e-03	5.610027e-02	6.969577e+01
8.748442e-03	5.601503e-02	6.975178e+01
8.742470e-03	5.597680e-02	6.980776e+01
8.728966e-03	5.589033e-02	6.986365e+01
8.716597e-03	5.581113e-02	6.991946e+01
8.706905e-03	5.574908e-02	6.997521e+01
8.690542e-03	5.564431e-02	7.003085e+01
8.674023e-03	5.553853e-02	7.008639e+01
8.669547e-03	5.550988e-02	7.014190e+01
8.648464e-03	5.537488e-02	7.019728e+01
8.621600e-03	5.520288e-02	7.025248e+01
8.618201e-03	5.518112e-02	7.030766e+01
8.614047e-03	5.515452e-02	7.036282e+01
8.607227e-03	5.511085e-02	7.041793e+01
8.586652e-03	5.497911e-02	7.047291e+01
8.569130e-03	5.486692e-02	7.052777e+01
