eigenvalue	percentage of variance	cumulative percentage of variance
2.383840e-02	1.521739e-01	2.776431e+01
2.368840e-02	1.512164e-01	2.791552e+01
2.357727e-02	1.505070e-01	2.806603e+01
2.352250e-02	1.501574e-01	2.821619e+01
2.343072e-02	1.495714e-01	2.836576e+01
2.336908e-02	1.491780e-01	2.851494e+01
2.320198e-02	1.481113e-01	2.866305e+01
2.315553e-02	1.478147e-01	2.881086e+01
2.308241e-02	1.473480e-01	2.895821e+01
2.300845e-02	1.468758e-01	2.910509e+01
2.281396e-02	1.456343e-01	2.925072e+01
2.278040e-02	1.454201e-01	2.939614e+01
2.276330e-02	1.453109e-01	2.954145e+01
2.246425e-02	1.434019e-01	2.968485e+01
2.224788e-02	1.420207e-01	2.982687e+01
2.216705e-02	1.415047e-01	2.996838e+01
2.205807e-02	1.408090e-01	3.010919e+01
2.200856e-02	1.404930e-01	3.024968e+01
2.188398e-02	1.396978e-01	3.038938e+01
2.183603e-02	1.393916e-01	3.052877e+01
2.179347e-02	1.391199e-01	3.066789e+01
2.163536e-02	1.381106e-01	3.080600e+01
2.148730e-02	1.371655e-01	3.094317e+01
2.146108e-02	1.369981e-01	3.108016e+01
2.135835e-02	1.363423e-01	3.121651e+01
2.133688e-02	1.362053e-01	3.135271e+01
2.124890e-02	1.356437e-01	3.148836e+01
2.109173e-02	1.346404e-01	3.162300e+01
2.105640e-02	1.344148e-01	3.175741e+01
2.099112e-02	1.339981e-01	3.189141e+01
2.080072e-02	1.327827e-01	3.202419e+01
2.077548e-02	1.326216e-01	3.215681e+01
2.064710e-02	1.318020e-01	3.228862e+01
2.056091e-02	1.312518e-01	3.241987e+01
2.048297e-02	1.307543e-01	3.255062e+01
2.042906e-02	1.304102e-01	3.268103e+01
2.039134e-02	1.301693e-01	3.281120e+01
2.028642e-02	1.294996e-01	3.294070e+01
2.023951e-02	1.292002e-01	3.306990e+01
2.022563e-02	1.291116e-01	3.319901e+01
2.011639e-02	1.284142e-01	3.332743e+01
2.006952e-02	1.281150e-01	3.345554e+01
2.000631e-02	1.277115e-01	3.358325e+01
1.992342e-02	1.271824e-01	3.371044e+01
1.985814e-02	1.267657e-01	3.383720e+01
1.978409e-02	1.262930e-01	3.396349e+01
1.972289e-02	1.259023e-01	3.408940e+01
1.969474e-02	1.257226e-01	3.421512e+01
1.963879e-02	1.253654e-01	3.434048e+01
1.957132e-02	1.249347e-01	3.446542e+01
1.951070e-02	1.245477e-01	3.458997e+01
1.945853e-02	1.242147e-01	3.471418e+01
1.940483e-02	1.238719e-01	3.483805e+01
1.933255e-02	1.234105e-01	3.496146e+01
1.924705e-02	1.228647e-01	3.508433e+01
1.922705e-02	1.227370e-01	3.520707e+01
1.921438e-02	1.226562e-01	3.532972e+01
1.913821e-02	1.221699e-01	3.545189e+01
1.908927e-02	1.218575e-01	3.557375e+01
1.900082e-02	1.212929e-01	3.569504e+01
1.894932e-02	1.209641e-01	3.581601e+01
1.893985e-02	1.209037e-01	3.593691e+01
1.888005e-02	1.205220e-01	3.605743e+01
1.883811e-02	1.202543e-01	3.617769e+01
1.875657e-02	1.197337e-01	3.629742e+01
1.864396e-02	1.190149e-01	3.641644e+01
1.856507e-02	1.185113e-01	3.653495e+01
1.850479e-02	1.181264e-01	3.665307e+01
1.847626e-02	1.179444e-01	3.677102e+01
1.844998e-02	1.177766e-01	3.688879e+01
1.842409e-02	1.176113e-01	3.700641e+01
1.839877e-02	1.174497e-01	3.712386e+01
1.828705e-02	1.167365e-01	3.724059e+01
1.819963e-02	1.161785e-01	3.735677e+01
1.814612e-02	1.158368e-01	3.747261e+01
1.811401e-02	1.156319e-01	3.758824e+01
1.810582e-02	1.155796e-01	3.770382e+01
1.804078e-02	1.151644e-01	3.781898e+01
1.798935e-02	1.148362e-01	3.793382e+01
1.794954e-02	1.145820e-01	3.804840e+01
1.792730e-02	1.144400e-01	3.816284e+01
1.786176e-02	1.140216e-01	3.827686e+01
1.777910e-02	1.134940e-01	3.839036e+01
1.775177e-02	1.133195e-01	3.850368e+01
1.772565e-02	1.131528e-01	3.861683e+01
1.767328e-02	1.128185e-01	3.872965e+01
1.764773e-02	1.126554e-01	3.884230e+01
1.759591e-02	1.123246e-01	3.895463e+01
1.754402e-02	1.119933e-01	3.906662e+01
1.748702e-02	1.116295e-01	3.917825e+01
1.744032e-02	1.113314e-01	3.928958e+01
1.740636e-02	1.111146e-01	3.940070e+01
1.737679e-02	1.109258e-01	3.951162e+01
1.732478e-02	1.105938e-01	3.962222e+01
1.729654e-02	1.104135e-01	3.973263e+01
1.725001e-02	1.101165e-01	3.984275e+01
1.723404e-02	1.100146e-01	3.995276e+01
1.719240e-02	1.097488e-01	4.006251e+01
1.714630e-02	1.094545e-01	4.017196e+01
1.709673e-02	1.091380e-01	4.028110e+01
1.705408e-02	1.088657e-01	4.038997e+01
1.704434e-02	1.088036e-01	4.049877e+01
1.699824e-02	1.085093e-01	4.060728e+01
1.695343e-02	1.082233e-01	4.071550e+01
1.690784e-02	1.079323e-01	4.082344e+01
1.689507e-02	1.078507e-01	4.093129e+01
1.684491e-02	1.075305e-01	4.103882e+01
1.683866e-02	1.074906e-01	4.114631e+01
1.678092e-02	1.071220e-01	4.125343e+01
1.676066e-02	1.069927e-01	4.136042e+01
1.669651e-02	1.065832e-01	4.146701e+01
1.664551e-02	1.062576e-01	4.157326e+01
1.658395e-02	1.058646e-01	4.167913e+01
1.657520e-02	1.058088e-01	4.178494e+01
1.650486e-02	1.053598e-01	4.189030e+01
1.649061e-02	1.052688e-01	4.199557e+01
1.644576e-02	1.049825e-01	4.210055e+01
1.640576e-02	1.047272e-01	4.220528e+01
1.637773e-02	1.045482e-01	4.230982e+01
1.635460e-02	1.044006e-01	4.241422e+01
1.629062e-02	1.039921e-01	4.251822e+01
1.625951e-02	1.037936e-01	4.262201e+01
1.622179e-02	1.035528e-01	4.272556e+01
1.616746e-02	1.032060e-01	4.282877e+01
1.612581e-02	1.029401e-01	4.293171e+01
1.611098e-02	1.028455e-01	4.303455e+01
1.607252e-02	1.025999e-01	4.313715e+01
1.604982e-02	1.024550e-01	4.323961e+01
1.602350e-02	1.022870e-01	4.334190e+01
1.600170e-02	1.021478e-01	4.344404e+01
1.597483e-02	1.019763e-01	4.354602e+01
1.590389e-02	1.015235e-01	4.364754e+01
1.587563e-02	1.013430e-01	4.374889e+01
1.587122e-02	1.013149e-01	4.385020e+01
1.581807e-02	1.009756e-01	4.395118e+01
1.578965e-02	1.007942e-01	4.405197e+01
1.577032e-02	1.006708e-01	4.415264e+01
1.574449e-02	1.005059e-01	4.425315e+01
1.567213e-02	1.000440e-01	4.435319e+01
1.562850e-02	9.976548e-02	4.445296e+01
1.560522e-02	9.961686e-02	4.455257e+01
1.555934e-02	9.932403e-02	4.465190e+01
1.555095e-02	9.927047e-02	4.475117e+01
1.553116e-02	9.914409e-02	4.485031e+01
1.547394e-02	9.877886e-02	4.494909e+01
1.545108e-02	9.863293e-02	4.504773e+01
1.541330e-02	9.839176e-02	4.514612e+01
1.539085e-02	9.824844e-02	4.524437e+01
1.536764e-02	9.810028e-02	4.534247e+01
1.532426e-02	9.782338e-02	4.544029e+01
1.527626e-02	9.751693e-02	4.553781e+01
1.525647e-02	9.739062e-02	4.563520e+01
1.522958e-02	9.721896e-02	4.573242e+01
1.518250e-02	9.691840e-02	4.582933e+01
1.517222e-02	9.685283e-02	4.592619e+01
1.514305e-02	9.666659e-02	4.602285e+01
1.512794e-02	9.657013e-02	4.611942e+01
1.510424e-02	9.641885e-02	4.621584e+01
1.503525e-02	9.597844e-02	4.631182e+01
1.502766e-02	9.592997e-02	4.640775e+01
1.499555e-02	9.572499e-02	4.650348e+01
1.498961e-02	9.568708e-02	4.659916e+01
1.494969e-02	9.543230e-02	4.669459e+01
1.487588e-02	9.496108e-02	4.678956e+01
1.485325e-02	9.481662e-02	4.688437e+01
1.483161e-02	9.467850e-02	4.697905e+01
1.482140e-02	9.461332e-02	4.707366e+01
1.480075e-02	9.448153e-02	4.716815e+01
1.475493e-02	9.418898e-02	4.726234e+01
1.474622e-02	9.413340e-02	4.735647e+01
1.472123e-02	9.397391e-02	4.745044e+01
1.467962e-02	9.370823e-02	4.754415e+01
1.466058e-02	9.358669e-02	4.763774e+01
1.461581e-02	9.330092e-02	4.773104e+01
1.459446e-02	9.316464e-02	4.782420e+01
1.454226e-02	9.283140e-02	4.791703e+01
1.451876e-02	9.268140e-02	4.800972e+01
1.449549e-02	9.253285e-02	4.810225e+01
1.448307e-02	9.245355e-02	4.819470e+01
1.445611e-02	9.228148e-02	4.828698e+01
1.441854e-02	9.204164e-02	4.837903e+01
1.441140e-02	9.199604e-02	4.847102e+01
1.440025e-02	9.192486e-02	4.856295e+01
1.436365e-02	9.169122e-02	4.865464e+01
1.433522e-02	9.150973e-02	4.874615e+01
1.430766e-02	9.133381e-02	4.883748e+01
1.429519e-02	9.125420e-02	4.892873e+01
1.426021e-02	9.103096e-02	4.901977e+01
1.421348e-02	9.073265e-02	4.911050e+01
1.420658e-02	9.068857e-02	4.920119e+01
1.415631e-02	9.036767e-02	4.929155e+01
1.413020e-02	9.020102e-02	4.938176e+01
1.411091e-02	9.007786e-02	4.947183e+01
1.407484e-02	8.984758e-02	4.956168e+01
1.405453e-02	8.971799e-02	4.965140e+01
1.403339e-02	8.958301e-02	4.974098e+01
1.402621e-02	8.953717e-02	4.983052e+01
1.399655e-02	8.934784e-02	4.991987e+01
1.394037e-02	8.898923e-02	5.000886e+01
1.391145e-02	8.880463e-02	5.009766e+01
1.389440e-02	8.869575e-02	5.018636e+01
1.386243e-02	8.849170e-02	5.027485e+01
1.383791e-02	8.833517e-02	5.036318e+01
1.379677e-02	8.807251e-02	5.045126e+01
1.378365e-02	8.798881e-02	5.053925e+01
1.376672e-02	8.788068e-02	5.062713e+01
1.374701e-02	8.775487e-02	5.071488e+01
1.367708e-02	8.730850e-02	5.080219e+01
1.364963e-02	8.713325e-02	5.088932e+01
1.363585e-02	8.704531e-02	5.097637e+01
1.362511e-02	8.697671e-02	5.106334e+01
1.359031e-02	8.675457e-02	5.115010e+01
1.356216e-02	8.657489e-02	5.123667e+01
1.355690e-02	8.654129e-02	5.132322e+01
1.351750e-02	8.628979e-02	5.140950e+01
1.351322e-02	8.626250e-02	5.149577e+01
1.344376e-02	8.581907e-02	5.158159e+01
1.343944e-02	8.579148e-02	5.166738e+01
1.340640e-02	8.558056e-02	5.175296e+01
1.339420e-02	8.550270e-02	5.183846e+01
1.338299e-02	8.543113e-02	5.192389e+01
1.336219e-02	8.529834e-02	5.200919e+01
1.330818e-02	8.495357e-02	5.209414e+01
1.328800e-02	8.482478e-02	5.217897e+01
1.327801e-02	8.476101e-02	5.226373e+01
1.325665e-02	8.462466e-02	5.234835e+01
1.323134e-02	8.446305e-02	5.243282e+01
1.321412e-02	8.435317e-02	5.251717e+01
1.319437e-02	8.422708e-02	5.260140e+01
1.317576e-02	8.410829e-02	5.268551e+01
1.314912e-02	8.393823e-02	5.276944e+01
1.313292e-02	8.383478e-02	5.285328e+01
1.310262e-02	8.364139e-02	5.293692e+01
1.308160e-02	8.350719e-02	5.302043e+01
1.305452e-02	8.333436e-02	5.310376e+01
1.301923e-02	8.310907e-02	5.318687e+01
1.300008e-02	8.298682e-02	5.326986e+01
1.297932e-02	8.285426e-02	5.335271e+01
1.296151e-02	8.274058e-02	5.343545e+01
1.294266e-02	8.262024e-02	5.351807e+01
1.291236e-02	8.242684e-02	5.360050e+01
1.288158e-02	8.223035e-02	5.368273e+01
1.287975e-02	8.221866e-02	5.376495e+01
1.284868e-02	8.202035e-02	5.384697e+01
1.280827e-02	8.176238e-02	5.392873e+01
1.279564e-02	8.168177e-02	5.401041e+01
1.277779e-02	8.156780e-02	5.409198e+01
1.276122e-02	8.146203e-02	5.417344e+01
1.272234e-02	8.121381e-02	5.425466e+01
1.269907e-02	8.106532e-02	5.433572e+01
1.267800e-02	8.093077e-02	5.441665e+01
1.264329e-02	8.070925e-02	5.449736e+01
1.261205e-02	8.050978e-02	5.457787e+01
1.261008e-02	8.049725e-02	5.465837e+01
1.258916e-02	8.036366e-02	5.473873e+01
1.256067e-02	8.018179e-02	5.481892e+01
1.252891e-02	7.997910e-02	5.489889e+01
1.250970e-02	7.985643e-02	5.497875e+01
1.249749e-02	7.977848e-02	5.505853e+01
1.247921e-02	7.966179e-02	5.513819e+01
1.241767e-02	7.926894e-02	5.521746e+01
1.240783e-02	7.920612e-02	5.529667e+01
1.238676e-02	7.907163e-02	5.537574e+01
1.237113e-02	7.897184e-02	5.545471e+01
1.235717e-02	7.888273e-02	5.553359e+01
1.232885e-02	7.870197e-02	5.561229e+01
1.231338e-02	7.860323e-02	5.569090e+01
1.227890e-02	7.838312e-02	5.576928e+01
1.225658e-02	7.824062e-02	5.584752e+01
1.223212e-02	7.808448e-02	5.592561e+01
1.222506e-02	7.803942e-02	5.600364e+01
1.219071e-02	7.782017e-02	5.608147e+01
1.216795e-02	7.767488e-02	5.615914e+01
1.214320e-02	7.751686e-02	5.623666e+01
1.212949e-02	7.742936e-02	5.631409e+01
1.211295e-02	7.732374e-02	5.639141e+01
1.209001e-02	7.717730e-02	5.646859e+01
1.208432e-02	7.714099e-02	5.654573e+01
1.207016e-02	7.705064e-02	5.662278e+01
1.202447e-02	7.675892e-02	5.669954e+01
1.199973e-02	7.660099e-02	5.677614e+01
1.199591e-02	7.657664e-02	5.685272e+01
1.195856e-02	7.633822e-02	5.692905e+01
1.193144e-02	7.616510e-02	5.700522e+01
1.191039e-02	7.603070e-02	5.708125e+01
1.189324e-02	7.592121e-02	5.715717e+01
1.185886e-02	7.570175e-02	5.723287e+01
1.184508e-02	7.561382e-02	5.730849e+01
1.182405e-02	7.547958e-02	5.738397e+01
1.180966e-02	7.538768e-02	5.745935e+01
1.179420e-02	7.528903e-02	5.753464e+01
1.177159e-02	7.514466e-02	5.760979e+01
1.175847e-02	7.506091e-02	5.768485e+01
1.175228e-02	7.502143e-02	5.775987e+01
1.173885e-02	7.493568e-02	5.783481e+01
1.170447e-02	7.471623e-02	5.790952e+01
1.168309e-02	7.457972e-02	5.798410e+01
1.166652e-02	7.447395e-02	5.805858e+01
1.164106e-02	7.431143e-02	5.813289e+01
1.163081e-02	7.424597e-02	5.820713e+01
1.161376e-02	7.413713e-02	5.828127e+01
1.160478e-02	7.407984e-02	5.835535e+01
1.158741e-02	7.396897e-02	5.842932e+01
1.154686e-02	7.371009e-02	5.850303e+01
1.152079e-02	7.354368e-02	5.857657e+01
1.151240e-02	7.349010e-02	5.865006e+01
1.149764e-02	7.339586e-02	5.872346e+01
1.146953e-02	7.321644e-02	5.879667e+01
1.144736e-02	7.307492e-02	5.886975e+01
1.142688e-02	7.294417e-02	5.894269e+01
1.140956e-02	7.283363e-02	5.901553e+01
1.138746e-02	7.269256e-02	5.908822e+01
1.135078e-02	7.245843e-02	5.916068e+01
1.132950e-02	7.232258e-02	5.923300e+01
1.131550e-02	7.223316e-02	5.930523e+01
1.131250e-02	7.221401e-02	5.937745e+01
1.128944e-02	7.206682e-02	5.944951e+01
1.126086e-02	7.188437e-02	5.952140e+01
1.125133e-02	7.182354e-02	5.959322e+01
1.122111e-02	7.163065e-02	5.966485e+01
1.120142e-02	7.150496e-02	5.973636e+01
1.119409e-02	7.145819e-02	5.980782e+01
1.118660e-02	7.141032e-02	5.987923e+01
1.114641e-02	7.115378e-02	5.995038e+01
1.113251e-02	7.106504e-02	6.002145e+01
1.111798e-02	7.097230e-02	6.009242e+01
1.109913e-02	7.085195e-02	6.016327e+01
1.108681e-02	7.077331e-02	6.023404e+01
1.107230e-02	7.068074e-02	6.030472e+01
1.104204e-02	7.048752e-02	6.037521e+01
1.102194e-02	7.035924e-02	6.044557e+01
1.100557e-02	7.025475e-02	6.051583e+01
1.098651e-02	7.013309e-02	6.058596e+01
1.096188e-02	6.997581e-02	6.065593e+01
1.094725e-02	6.988246e-02	6.072582e+01
1.094244e-02	6.985177e-02	6.079567e+01
1.091881e-02	6.970093e-02	6.086537e+01
1.091334e-02	6.966600e-02	6.093504e+01
1.088315e-02	6.947324e-02	6.100451e+01
1.084832e-02	6.925093e-02	6.107376e+01
1.084168e-02	6.920856e-02	6.114297e+01
1.082876e-02	6.912609e-02	6.121209e+01
1.080156e-02	6.895244e-02	6.128105e+01
1.078524e-02	6.884822e-02	6.134990e+01
1.077467e-02	6.878075e-02	6.141868e+01
1.075600e-02	6.866161e-02	6.148734e+01
1.074626e-02	6.859943e-02	6.155594e+01
1.073848e-02	6.854976e-02	6.162449e+01
1.071271e-02	6.838526e-02	6.169287e+01
1.069968e-02	6.830208e-02	6.176117e+01
1.068215e-02	6.819015e-02	6.182936e+01
1.066343e-02	6.807065e-02	6.189743e+01
1.065757e-02	6.803327e-02	6.196547e+01
1.063137e-02	6.786600e-02	6.203333e+01
1.061145e-02	6.773882e-02	6.210107e+01
1.059147e-02	6.761131e-02	6.216868e+01
1.056336e-02	6.743189e-02	6.223612e+01
1.055229e-02	6.736122e-02	6.230348e+01
1.053611e-02	6.725791e-02	6.237074e+01
1.053029e-02	6.722076e-02	6.243796e+01
1.051220e-02	6.710525e-02	6.250506e+01
1.049547e-02	6.699850e-02	6.257206e+01
1.049030e-02	6.696550e-02	6.263903e+01
1.046185e-02	6.678387e-02	6.270581e+01
1.042595e-02	6.655471e-02	6.277236e+01
1.042225e-02	6.653108e-02	6.283889e+01
1.039574e-02	6.636185e-02	6.290526e+01
1.038385e-02	6.628593e-02	6.297154e+01
1.036657e-02	6.617565e-02	6.303772e+01
1.036280e-02	6.615159e-02	6.310387e+01
1.035327e-02	6.609077e-02	6.316996e+01
1.033527e-02	6.597583e-02	6.323594e+01
1.030521e-02	6.578392e-02	6.330172e+01
1.029466e-02	6.571662e-02	6.336744e+01
1.027443e-02	6.558746e-02	6.343302e+01
1.024604e-02	6.540620e-02	6.349843e+01
1.023108e-02	6.531076e-02	6.356374e+01
1.022517e-02	6.527302e-02	6.362901e+01
1.022168e-02	6.525074e-02	6.369427e+01
1.019016e-02	6.504951e-02	6.375931e+01
1.017551e-02	6.495601e-02	6.382427e+01
1.014207e-02	6.474254e-02	6.388901e+01
1.013054e-02	6.466893e-02	6.395368e+01
1.010190e-02	6.448610e-02	6.401817e+01
1.009269e-02	6.442733e-02	6.408260e+01
1.007742e-02	6.432984e-02	6.414693e+01
1.004940e-02	6.415098e-02	6.421108e+01
1.003103e-02	6.403369e-02	6.427511e+01
1.002843e-02	6.401712e-02	6.433913e+01
1.001223e-02	6.391370e-02	6.440304e+01
1.000903e-02	6.389324e-02	6.446693e+01
9.979898e-03	6.370729e-02	6.453064e+01
9.966009e-03	6.361863e-02	6.459426e+01
9.959324e-03	6.357596e-02	6.465784e+01
9.947965e-03	6.350345e-02	6.472134e+01
9.924819e-03	6.335569e-02	6.478470e+01
9.907151e-03	6.324291e-02	6.484794e+01
9.903260e-03	6.321807e-02	6.491116e+01
9.875506e-03	6.304090e-02	6.497420e+01
9.868960e-03	6.299912e-02	6.503720e+01
9.833392e-03	6.277206e-02	6.509997e+01
9.823258e-03	6.270737e-02	6.516268e+01
9.804636e-03	6.258850e-02	6.522526e+01
9.798569e-03	6.254977e-02	6.528781e+01
9.784056e-03	6.245712e-02	6.535027e+01
9.757724e-03	6.228903e-02	6.541256e+01
9.745836e-03	6.221315e-02	6.547477e+01
9.731635e-03	6.212249e-02	6.553690e+01
9.720806e-03	6.205337e-02	6.559895e+01
9.685048e-03	6.182510e-02	6.566077e+01
9.676937e-03	6.177333e-02	6.572255e+01
9.662568e-03	6.168160e-02	6.578423e+01
9.654962e-03	6.163305e-02	6.584586e+01
9.626054e-03	6.144851e-02	6.590731e+01
9.618407e-03	6.139969e-02	6.596871e+01
9.601286e-03	6.129040e-02	6.603000e+01
9.585987e-03	6.119274e-02	6.609119e+01
9.560702e-03	6.103133e-02	6.615222e+01
9.548620e-03	6.095421e-02	6.621318e+01
9.535757e-03	6.087209e-02	6.627405e+01
9.523523e-03	6.079400e-02	6.633485e+01
9.501715e-03	6.065479e-02	6.639550e+01
9.487154e-03	6.056183e-02	6.645606e+01
9.463236e-03	6.040915e-02	6.651647e+01
9.458138e-03	6.037661e-02	6.657685e+01
9.449545e-03	6.032175e-02	6.663717e+01
9.432721e-03	6.021436e-02	6.669738e+01
9.413689e-03	6.009287e-02	6.675748e+01
9.408161e-03	6.005758e-02	6.681753e+01
9.393733e-03	5.996547e-02	6.687750e+01
9.370021e-03	5.981410e-02	6.693731e+01
9.362981e-03	5.976917e-02	6.699708e+01
9.358420e-03	5.974005e-02	6.705682e+01
9.321213e-03	5.950254e-02	6.711633e+01
9.315863e-03	5.946839e-02	6.717579e+01
9.308196e-03	5.941945e-02	6.723521e+01
9.288564e-03	5.929412e-02	6.729451e+01
9.273198e-03	5.919603e-02	6.735370e+01
9.250054e-03	5.904829e-02	6.741275e+01
9.239759e-03	5.898257e-02	6.747173e+01
9.220039e-03	5.885669e-02	6.753059e+01
9.199652e-03	5.872655e-02	6.758932e+01
9.188012e-03	5.865224e-02	6.764797e+01
9.175893e-03	5.857488e-02	6.770654e+01
9.145210e-03	5.837901e-02	6.776492e+01
9.132372e-03	5.829706e-02	6.782322e+01
9.114426e-03	5.818250e-02	6.788140e+01
9.098956e-03	5.808374e-02	6.793949e+01
9.077369e-03	5.794594e-02	6.799743e+01
9.074808e-03	5.792959e-02	6.805536e+01
9.051708e-03	5.778214e-02	6.811314e+01
9.023586e-03	5.760262e-02	6.817075e+01
9.022284e-03	5.759430e-02	6.822834e+01
9.015910e-03	5.755362e-02	6.828590e+01
9.000237e-03	5.745357e-02	6.834335e+01
8.977841e-03	5.731060e-02	6.840066e+01
8.976081e-03	5.729936e-02	6.845796e+01
8.945987e-03	5.710726e-02	6.851507e+01
8.937458e-03	5.705281e-02	6.857212e+01
8.920774e-03	5.694631e-02	6.862907e+01
8.917496e-03	5.692539e-02	6.868599e+01
8.903172e-03	5.683395e-02	6.874282e+01
8.882834e-03	5.670412e-02	6.879953e+01
8.874842e-03	5.665310e-02	6.885618e+01
8.862954e-03	5.657722e-02	6.891276e+01
8.855148e-03	5.652739e-02	6.896929e+01
8.838600e-03	5.642175e-02	6.902571e+01
8.825703e-03	5.633942e-02	6.908205e+01
8.809084e-03	5.623333e-02	6.913828e+01
8.800030e-03	5.617554e-02	6.919446e+01
8.776843e-03	5.602752e-02	6.925048e+01
8.776079e-03	5.602264e-02	6.930651e+01
8.756023e-03	5.589461e-02	6.936240e+01
8.754647e-03	5.588583e-02	6.941829e+01
8.742508e-03	5.580834e-02	6.947410e+01
8.727498e-03	5.571252e-02	6.952981e+01
8.714242e-03	5.562790e-02	6.958544e+01
8.703272e-03	5.555787e-02	6.964099e+01
8.689548e-03	5.547027e-02	6.969646e+01
8.672688e-03	5.536264e-02	6.975183e+01
8.656028e-03	5.525629e-02	6.980708e+01
8.644952e-03	5.518558e-02	6.986227e+01
8.630285e-03	5.509195e-02	6.991736e+01
8.619175e-03	5.502104e-02	6.997238e+01
8.591790e-03	5.484622e-02	7.002723e+01
8.565064e-03	5.467561e-02	7.008190e+01
