eigenvalue	percentage of variance	cumulative percentage of variance
2.018916e-02	1.292683e-01	3.443161e+01
2.014233e-02	1.289685e-01	3.456058e+01
2.000453e-02	1.280862e-01	3.468866e+01
1.996537e-02	1.278354e-01	3.481650e+01
1.989473e-02	1.273831e-01	3.494388e+01
1.982632e-02	1.269451e-01	3.507083e+01
1.975457e-02	1.264857e-01	3.519731e+01
1.973145e-02	1.263377e-01	3.532365e+01
1.960877e-02	1.255521e-01	3.544920e+01
1.957877e-02	1.253601e-01	3.557456e+01
1.954836e-02	1.251653e-01	3.569973e+01
1.943762e-02	1.244563e-01	3.582418e+01
1.937005e-02	1.240237e-01	3.594821e+01
1.929735e-02	1.235582e-01	3.607177e+01
1.927838e-02	1.234368e-01	3.619520e+01
1.923710e-02	1.231724e-01	3.631838e+01
1.915493e-02	1.226463e-01	3.644102e+01
1.906880e-02	1.220948e-01	3.656312e+01
1.905542e-02	1.220091e-01	3.668513e+01
1.892757e-02	1.211906e-01	3.680632e+01
1.889142e-02	1.209591e-01	3.692728e+01
1.887620e-02	1.208616e-01	3.704814e+01
1.877631e-02	1.202221e-01	3.716836e+01
1.871540e-02	1.198320e-01	3.728819e+01
1.867434e-02	1.195692e-01	3.740776e+01
1.861208e-02	1.191705e-01	3.752693e+01
1.854348e-02	1.187312e-01	3.764566e+01
1.852915e-02	1.186395e-01	3.776430e+01
1.851047e-02	1.185199e-01	3.788282e+01
1.848424e-02	1.183520e-01	3.800117e+01
1.837469e-02	1.176505e-01	3.811882e+01
1.831069e-02	1.172407e-01	3.823607e+01
1.827463e-02	1.170099e-01	3.835307e+01
1.821471e-02	1.166262e-01	3.846970e+01
1.819572e-02	1.165046e-01	3.858621e+01
1.818881e-02	1.164604e-01	3.870267e+01
1.812719e-02	1.160658e-01	3.881873e+01
1.808321e-02	1.157842e-01	3.893452e+01
1.806031e-02	1.156376e-01	3.905015e+01
1.795707e-02	1.149766e-01	3.916513e+01
1.790152e-02	1.146209e-01	3.927975e+01
1.784491e-02	1.142584e-01	3.939401e+01
1.783389e-02	1.141879e-01	3.950820e+01
1.781162e-02	1.140453e-01	3.962224e+01
1.778618e-02	1.138824e-01	3.973613e+01
1.775446e-02	1.136793e-01	3.984980e+01
1.767845e-02	1.131926e-01	3.996300e+01
1.759363e-02	1.126495e-01	4.007565e+01
1.759256e-02	1.126427e-01	4.018829e+01
1.751388e-02	1.121389e-01	4.030043e+01
1.748623e-02	1.119618e-01	4.041239e+01
1.746922e-02	1.118529e-01	4.052424e+01
1.743226e-02	1.116163e-01	4.063586e+01
1.738592e-02	1.113196e-01	4.074718e+01
1.735469e-02	1.111196e-01	4.085830e+01
1.728495e-02	1.106731e-01	4.096897e+01
1.721865e-02	1.102486e-01	4.107922e+01
1.717824e-02	1.099898e-01	4.118921e+01
1.711696e-02	1.095975e-01	4.129881e+01
1.706162e-02	1.092432e-01	4.140805e+01
1.704533e-02	1.091388e-01	4.151719e+01
1.699792e-02	1.088353e-01	4.162602e+01
1.697878e-02	1.087127e-01	4.173474e+01
1.695676e-02	1.085717e-01	4.184331e+01
1.690989e-02	1.082716e-01	4.195158e+01
1.686457e-02	1.079815e-01	4.205956e+01
1.686152e-02	1.079619e-01	4.216752e+01
1.682984e-02	1.077591e-01	4.227528e+01
1.679198e-02	1.075167e-01	4.238280e+01
1.677205e-02	1.073891e-01	4.249019e+01
1.667955e-02	1.067968e-01	4.259699e+01
1.665011e-02	1.066083e-01	4.270359e+01
1.661953e-02	1.064125e-01	4.281001e+01
1.661262e-02	1.063682e-01	4.291637e+01
1.656420e-02	1.060582e-01	4.302243e+01
1.649293e-02	1.056019e-01	4.312803e+01
1.646845e-02	1.054451e-01	4.323348e+01
1.645422e-02	1.053540e-01	4.333883e+01
1.638886e-02	1.049356e-01	4.344377e+01
1.637372e-02	1.048386e-01	4.354861e+01
1.634383e-02	1.046472e-01	4.365326e+01
1.628794e-02	1.042894e-01	4.375754e+01
1.623013e-02	1.039192e-01	4.386146e+01
1.619057e-02	1.036659e-01	4.396513e+01
1.616501e-02	1.035023e-01	4.406863e+01
1.614301e-02	1.033614e-01	4.417199e+01
1.608670e-02	1.030008e-01	4.427499e+01
1.605100e-02	1.027723e-01	4.437777e+01
1.602284e-02	1.025919e-01	4.448036e+01
1.596655e-02	1.022316e-01	4.458259e+01
1.594197e-02	1.020742e-01	4.468466e+01
1.591392e-02	1.018946e-01	4.478656e+01
1.588648e-02	1.017188e-01	4.488828e+01
1.586723e-02	1.015956e-01	4.498987e+01
1.580606e-02	1.012040e-01	4.509108e+01
1.578436e-02	1.010650e-01	4.519214e+01
1.575402e-02	1.008707e-01	4.529301e+01
1.572671e-02	1.006959e-01	4.539371e+01
1.568739e-02	1.004441e-01	4.549415e+01
1.562410e-02	1.000389e-01	4.559419e+01
1.557631e-02	9.973292e-02	4.569392e+01
1.554935e-02	9.956028e-02	4.579349e+01
1.552740e-02	9.941975e-02	4.589290e+01
1.548056e-02	9.911984e-02	4.599202e+01
1.546479e-02	9.901884e-02	4.609104e+01
1.543654e-02	9.883798e-02	4.618988e+01
1.541764e-02	9.871698e-02	4.628860e+01
1.537933e-02	9.847164e-02	4.638707e+01
1.534435e-02	9.824771e-02	4.648532e+01
1.534058e-02	9.822353e-02	4.658354e+01
1.528153e-02	9.784547e-02	4.668139e+01
1.524298e-02	9.759862e-02	4.677899e+01
1.523651e-02	9.755724e-02	4.687654e+01
1.518800e-02	9.724660e-02	4.697379e+01
1.517458e-02	9.716069e-02	4.707095e+01
1.514139e-02	9.694819e-02	4.716790e+01
1.510872e-02	9.673897e-02	4.726464e+01
1.506182e-02	9.643869e-02	4.736108e+01
1.503285e-02	9.625321e-02	4.745733e+01
1.501580e-02	9.614404e-02	4.755347e+01
1.499952e-02	9.603979e-02	4.764951e+01
1.499011e-02	9.597952e-02	4.774549e+01
1.491764e-02	9.551553e-02	4.784101e+01
1.489938e-02	9.539862e-02	4.793641e+01
1.486379e-02	9.517073e-02	4.803158e+01
1.483797e-02	9.500544e-02	4.812658e+01
1.480067e-02	9.476662e-02	4.822135e+01
1.478139e-02	9.464316e-02	4.831599e+01
1.475877e-02	9.449832e-02	4.841049e+01
1.473991e-02	9.437753e-02	4.850487e+01
1.467217e-02	9.394384e-02	4.859881e+01
1.464664e-02	9.378033e-02	4.869259e+01
1.460886e-02	9.353843e-02	4.878613e+01
1.458435e-02	9.338155e-02	4.887951e+01
1.457434e-02	9.331743e-02	4.897283e+01
1.452832e-02	9.302276e-02	4.906585e+01
1.450267e-02	9.285855e-02	4.915871e+01
1.449263e-02	9.279424e-02	4.925151e+01
1.444329e-02	9.247831e-02	4.934398e+01
1.440553e-02	9.223655e-02	4.943622e+01
1.439352e-02	9.215967e-02	4.952838e+01
1.434342e-02	9.183891e-02	4.962022e+01
1.433920e-02	9.181187e-02	4.971203e+01
1.432007e-02	9.168936e-02	4.980372e+01
1.430664e-02	9.160337e-02	4.989532e+01
1.426932e-02	9.136445e-02	4.998669e+01
1.426095e-02	9.131083e-02	5.007800e+01
1.421767e-02	9.103372e-02	5.016903e+01
1.418598e-02	9.083078e-02	5.025986e+01
1.416893e-02	9.072166e-02	5.035059e+01
1.415288e-02	9.061889e-02	5.044120e+01
1.412264e-02	9.042529e-02	5.053163e+01
1.410560e-02	9.031618e-02	5.062195e+01
1.408692e-02	9.019654e-02	5.071214e+01
1.407098e-02	9.009447e-02	5.080224e+01
1.399578e-02	8.961301e-02	5.089185e+01
1.398070e-02	8.951642e-02	5.098137e+01
1.395384e-02	8.934446e-02	5.107071e+01
1.393069e-02	8.919622e-02	5.115991e+01
1.391134e-02	8.907233e-02	5.124898e+01
1.388607e-02	8.891055e-02	5.133789e+01
1.386625e-02	8.878366e-02	5.142667e+01
1.382977e-02	8.855006e-02	5.151522e+01
1.378336e-02	8.825288e-02	5.160348e+01
1.375907e-02	8.809736e-02	5.169157e+01
1.373979e-02	8.797395e-02	5.177955e+01
1.372301e-02	8.786646e-02	5.186741e+01
1.367674e-02	8.757024e-02	5.195498e+01
1.366009e-02	8.746360e-02	5.204245e+01
1.361454e-02	8.717194e-02	5.212962e+01
1.358680e-02	8.699437e-02	5.221661e+01
1.356927e-02	8.688211e-02	5.230350e+01
1.354345e-02	8.671678e-02	5.239021e+01
1.353521e-02	8.666406e-02	5.247688e+01
1.351009e-02	8.650320e-02	5.256338e+01
1.350130e-02	8.644691e-02	5.264983e+01
1.345789e-02	8.616894e-02	5.273600e+01
1.339595e-02	8.577233e-02	5.282177e+01
1.337765e-02	8.565522e-02	5.290742e+01
1.334673e-02	8.545721e-02	5.299288e+01
1.331399e-02	8.524756e-02	5.307813e+01
1.330603e-02	8.519665e-02	5.316332e+01
1.328242e-02	8.504542e-02	5.324837e+01
1.326860e-02	8.495696e-02	5.333333e+01
1.324475e-02	8.480425e-02	5.341813e+01
1.323123e-02	8.471768e-02	5.350285e+01
1.320658e-02	8.455983e-02	5.358741e+01
1.319112e-02	8.446089e-02	5.367187e+01
1.312804e-02	8.405695e-02	5.375593e+01
1.311912e-02	8.399986e-02	5.383993e+01
1.309573e-02	8.385008e-02	5.392378e+01
1.306150e-02	8.363095e-02	5.400741e+01
1.304141e-02	8.350227e-02	5.409091e+01
1.303199e-02	8.344201e-02	5.417435e+01
1.301893e-02	8.335837e-02	5.425771e+01
1.300441e-02	8.326540e-02	5.434098e+01
1.298406e-02	8.313510e-02	5.442411e+01
1.295311e-02	8.293690e-02	5.450705e+01
1.294352e-02	8.287554e-02	5.458992e+01
1.291312e-02	8.268087e-02	5.467260e+01
1.289155e-02	8.254276e-02	5.475515e+01
1.286000e-02	8.234077e-02	5.483749e+01
1.283403e-02	8.217448e-02	5.491966e+01
1.282232e-02	8.209947e-02	5.500176e+01
1.278290e-02	8.184710e-02	5.508361e+01
1.276158e-02	8.171060e-02	5.516532e+01
1.273720e-02	8.155446e-02	5.524687e+01
1.271374e-02	8.140425e-02	5.532828e+01
1.270039e-02	8.131880e-02	5.540960e+01
1.269611e-02	8.129138e-02	5.549089e+01
1.265523e-02	8.102966e-02	5.557192e+01
1.264015e-02	8.093306e-02	5.565285e+01
1.262971e-02	8.086621e-02	5.573372e+01
1.260851e-02	8.073049e-02	5.581445e+01
1.258079e-02	8.055303e-02	5.589500e+01
1.255665e-02	8.039845e-02	5.597540e+01
1.254829e-02	8.034494e-02	5.605574e+01
1.253510e-02	8.026046e-02	5.613600e+01
1.248335e-02	7.992914e-02	5.621593e+01
1.247698e-02	7.988835e-02	5.629582e+01
1.245151e-02	7.972522e-02	5.637555e+01
1.241516e-02	7.949252e-02	5.645504e+01
1.237661e-02	7.924564e-02	5.653429e+01
1.232503e-02	7.891541e-02	5.661320e+01
1.231858e-02	7.887414e-02	5.669208e+01
1.231428e-02	7.884657e-02	5.677092e+01
1.227460e-02	7.859250e-02	5.684951e+01
1.225116e-02	7.844242e-02	5.692796e+01
1.222337e-02	7.826448e-02	5.700622e+01
1.221908e-02	7.823703e-02	5.708446e+01
1.218540e-02	7.802136e-02	5.716248e+01
1.217800e-02	7.797403e-02	5.724045e+01
1.213553e-02	7.770208e-02	5.731816e+01
1.210901e-02	7.753225e-02	5.739569e+01
1.210321e-02	7.749515e-02	5.747318e+01
1.208095e-02	7.735264e-02	5.755054e+01
1.205383e-02	7.717898e-02	5.762771e+01
1.203830e-02	7.707953e-02	5.770479e+01
1.202260e-02	7.697901e-02	5.778177e+01
1.198961e-02	7.676779e-02	5.785854e+01
1.198424e-02	7.673336e-02	5.793527e+01
1.195295e-02	7.653307e-02	5.801181e+01
1.194112e-02	7.645732e-02	5.808826e+01
1.191185e-02	7.626989e-02	5.816453e+01
1.188949e-02	7.612675e-02	5.824066e+01
1.187417e-02	7.602863e-02	5.831669e+01
1.186250e-02	7.595391e-02	5.839264e+01
1.183625e-02	7.578583e-02	5.846843e+01
1.182052e-02	7.568510e-02	5.854411e+01
1.179698e-02	7.553436e-02	5.861965e+01
1.178433e-02	7.545340e-02	5.869510e+01
1.177846e-02	7.541578e-02	5.877052e+01
1.173240e-02	7.512090e-02	5.884564e+01
1.170403e-02	7.493926e-02	5.892058e+01
1.169522e-02	7.488281e-02	5.899546e+01
1.167464e-02	7.475107e-02	5.907021e+01
1.167227e-02	7.473591e-02	5.914495e+01
1.165120e-02	7.460095e-02	5.921955e+01
1.163143e-02	7.447437e-02	5.929402e+01
1.160442e-02	7.430142e-02	5.936832e+01
1.158166e-02	7.415573e-02	5.944248e+01
1.156049e-02	7.402019e-02	5.951650e+01
1.153669e-02	7.386780e-02	5.959037e+01
1.152798e-02	7.381200e-02	5.966418e+01
1.151218e-02	7.371084e-02	5.973789e+01
1.149413e-02	7.359529e-02	5.981149e+01
1.147999e-02	7.350477e-02	5.988499e+01
1.143514e-02	7.321756e-02	5.995821e+01
1.142579e-02	7.315771e-02	6.003137e+01
1.138957e-02	7.292581e-02	6.010429e+01
1.136820e-02	7.278898e-02	6.017708e+01
1.134748e-02	7.265630e-02	6.024974e+01
1.132375e-02	7.250438e-02	6.032224e+01
1.131035e-02	7.241859e-02	6.039466e+01
1.130403e-02	7.237811e-02	6.046704e+01
1.127684e-02	7.220401e-02	6.053924e+01
1.126278e-02	7.211399e-02	6.061136e+01
1.123716e-02	7.194994e-02	6.068331e+01
1.121934e-02	7.183587e-02	6.075514e+01
1.119434e-02	7.167580e-02	6.082682e+01
1.117766e-02	7.156895e-02	6.089839e+01
1.116775e-02	7.150549e-02	6.096989e+01
1.115373e-02	7.141572e-02	6.104131e+01
1.112781e-02	7.124981e-02	6.111256e+01
1.111865e-02	7.119114e-02	6.118375e+01
1.110153e-02	7.108151e-02	6.125483e+01
1.109598e-02	7.104600e-02	6.132588e+01
1.107132e-02	7.088807e-02	6.139677e+01
1.104859e-02	7.074255e-02	6.146751e+01
1.103011e-02	7.062421e-02	6.153813e+01
1.102909e-02	7.061770e-02	6.160875e+01
1.099732e-02	7.041426e-02	6.167916e+01
1.097955e-02	7.030049e-02	6.174946e+01
1.094602e-02	7.008578e-02	6.181955e+01
1.093314e-02	7.000335e-02	6.188955e+01
1.089575e-02	6.976393e-02	6.195932e+01
1.088216e-02	6.967694e-02	6.202899e+01
1.086713e-02	6.958071e-02	6.209858e+01
1.085766e-02	6.952003e-02	6.216810e+01
1.082473e-02	6.930921e-02	6.223740e+01
1.081294e-02	6.923369e-02	6.230664e+01
1.079575e-02	6.912365e-02	6.237576e+01
1.078727e-02	6.906937e-02	6.244483e+01
1.074609e-02	6.880567e-02	6.251364e+01
1.073021e-02	6.870400e-02	6.258234e+01
1.071400e-02	6.860025e-02	6.265094e+01
1.070145e-02	6.851986e-02	6.271946e+01
1.068376e-02	6.840660e-02	6.278787e+01
1.067735e-02	6.836555e-02	6.285623e+01
1.065399e-02	6.821599e-02	6.292445e+01
1.062444e-02	6.802679e-02	6.299248e+01
1.060178e-02	6.788167e-02	6.306036e+01
1.059618e-02	6.784585e-02	6.312820e+01
1.058283e-02	6.776036e-02	6.319596e+01
1.056230e-02	6.762893e-02	6.326359e+01
1.054782e-02	6.753621e-02	6.333113e+01
1.052576e-02	6.739492e-02	6.339852e+01
1.050724e-02	6.727638e-02	6.346580e+01
1.048733e-02	6.714890e-02	6.353295e+01
1.046167e-02	6.698461e-02	6.359993e+01
1.044763e-02	6.689471e-02	6.366683e+01
1.044407e-02	6.687193e-02	6.373370e+01
1.043962e-02	6.684340e-02	6.380054e+01
1.040687e-02	6.663369e-02	6.386718e+01
1.037485e-02	6.642870e-02	6.393361e+01
1.036097e-02	6.633985e-02	6.399995e+01
1.035621e-02	6.630934e-02	6.406626e+01
1.033183e-02	6.615327e-02	6.413241e+01
1.032351e-02	6.609995e-02	6.419851e+01
1.029599e-02	6.592376e-02	6.426443e+01
1.028871e-02	6.587716e-02	6.433031e+01
1.027431e-02	6.578498e-02	6.439609e+01
1.024840e-02	6.561904e-02	6.446171e+01
1.023444e-02	6.552968e-02	6.452724e+01
1.021143e-02	6.538237e-02	6.459263e+01
1.020032e-02	6.531117e-02	6.465794e+01
1.016061e-02	6.505696e-02	6.472299e+01
1.013878e-02	6.491714e-02	6.478791e+01
1.012864e-02	6.485224e-02	6.485276e+01
1.011941e-02	6.479316e-02	6.491756e+01
1.009787e-02	6.465522e-02	6.498221e+01
1.008507e-02	6.457327e-02	6.504678e+01
1.006803e-02	6.446417e-02	6.511125e+01
1.005222e-02	6.436291e-02	6.517561e+01
1.003721e-02	6.426680e-02	6.523988e+01
1.002781e-02	6.420662e-02	6.530409e+01
9.996626e-03	6.400698e-02	6.536809e+01
9.975414e-03	6.387116e-02	6.543196e+01
9.951682e-03	6.371921e-02	6.549568e+01
9.947920e-03	6.369512e-02	6.555938e+01
9.943301e-03	6.366554e-02	6.562304e+01
9.924289e-03	6.354381e-02	6.568659e+01
9.907382e-03	6.343556e-02	6.575002e+01
9.875319e-03	6.323026e-02	6.581325e+01
9.873187e-03	6.321661e-02	6.587647e+01
9.841681e-03	6.301489e-02	6.593948e+01
9.831323e-03	6.294856e-02	6.600243e+01
9.816836e-03	6.285580e-02	6.606529e+01
9.809333e-03	6.280776e-02	6.612810e+01
9.800999e-03	6.275441e-02	6.619085e+01
9.764692e-03	6.252193e-02	6.625337e+01
9.750779e-03	6.243285e-02	6.631581e+01
9.728455e-03	6.228992e-02	6.637810e+01
9.721344e-03	6.224438e-02	6.644034e+01
9.697038e-03	6.208876e-02	6.650243e+01
9.692898e-03	6.206225e-02	6.656449e+01
9.654571e-03	6.181685e-02	6.662631e+01
9.650972e-03	6.179380e-02	6.668810e+01
9.643168e-03	6.174383e-02	6.674985e+01
9.621867e-03	6.160745e-02	6.681145e+01
9.607736e-03	6.151697e-02	6.687297e+01
9.600351e-03	6.146968e-02	6.693444e+01
9.577574e-03	6.132385e-02	6.699576e+01
9.554639e-03	6.117699e-02	6.705694e+01
9.534221e-03	6.104626e-02	6.711799e+01
9.517735e-03	6.094071e-02	6.717893e+01
9.507833e-03	6.087731e-02	6.723980e+01
9.495193e-03	6.079637e-02	6.730060e+01
9.476252e-03	6.067510e-02	6.736128e+01
9.454923e-03	6.053853e-02	6.742181e+01
9.444552e-03	6.047212e-02	6.748229e+01
9.430494e-03	6.038211e-02	6.754267e+01
9.418632e-03	6.030616e-02	6.760297e+01
9.411051e-03	6.025762e-02	6.766323e+01
9.382939e-03	6.007763e-02	6.772331e+01
9.376715e-03	6.003777e-02	6.778335e+01
9.351852e-03	5.987858e-02	6.784323e+01
9.334715e-03	5.976885e-02	6.790300e+01
9.328682e-03	5.973022e-02	6.796273e+01
9.305632e-03	5.958264e-02	6.802231e+01
9.293712e-03	5.950632e-02	6.808181e+01
9.288808e-03	5.947492e-02	6.814129e+01
9.262311e-03	5.930526e-02	6.820059e+01
9.246702e-03	5.920532e-02	6.825980e+01
9.234016e-03	5.912409e-02	6.831892e+01
9.224244e-03	5.906153e-02	6.837799e+01
9.209110e-03	5.896462e-02	6.843695e+01
9.201255e-03	5.891433e-02	6.849586e+01
9.176940e-03	5.875864e-02	6.855462e+01
9.168651e-03	5.870557e-02	6.861333e+01
9.150536e-03	5.858958e-02	6.867192e+01
9.144698e-03	5.855220e-02	6.873047e+01
9.121505e-03	5.840370e-02	6.878887e+01
9.102741e-03	5.828356e-02	6.884716e+01
9.090576e-03	5.820567e-02	6.890536e+01
9.086242e-03	5.817792e-02	6.896354e+01
9.061982e-03	5.802258e-02	6.902156e+01
9.049604e-03	5.794333e-02	6.907951e+01
9.038764e-03	5.787392e-02	6.913738e+01
9.014441e-03	5.771819e-02	6.919510e+01
9.001571e-03	5.763578e-02	6.925274e+01
8.995911e-03	5.759954e-02	6.931033e+01
8.985333e-03	5.753181e-02	6.936787e+01
8.971123e-03	5.744083e-02	6.942531e+01
8.946049e-03	5.728028e-02	6.948259e+01
8.933515e-03	5.720003e-02	6.953979e+01
8.923065e-03	5.713312e-02	6.959692e+01
8.902631e-03	5.700228e-02	6.965392e+01
8.900233e-03	5.698693e-02	6.971091e+01
8.881801e-03	5.686891e-02	6.976778e+01
8.872886e-03	5.681183e-02	6.982459e+01
8.842372e-03	5.661645e-02	6.988121e+01
8.828044e-03	5.652471e-02	6.993773e+01
8.816507e-03	5.645084e-02	6.999418e+01
8.797347e-03	5.632816e-02	7.005051e+01
8.780131e-03	5.621793e-02	7.010673e+01
8.761960e-03	5.610158e-02	7.016283e+01
8.755084e-03	5.605756e-02	7.021889e+01
8.741131e-03	5.596822e-02	7.027486e+01
8.737566e-03	5.594539e-02	7.033080e+01
8.724110e-03	5.585924e-02	7.038666e+01
8.703726e-03	5.572872e-02	7.044239e+01
8.698718e-03	5.569666e-02	7.049809e+01
8.678025e-03	5.556416e-02	7.055365e+01
8.671237e-03	5.552070e-02	7.060917e+01
8.651510e-03	5.539439e-02	7.066457e+01
8.648789e-03	5.537697e-02	7.071994e+01
8.626930e-03	5.523701e-02	7.077518e+01
8.611569e-03	5.513865e-02	7.083032e+01
