eigenvalue	percentage of variance	cumulative percentage of variance
2.222879e-02	1.422887e-01	3.054602e+01
2.212654e-02	1.416342e-01	3.068765e+01
2.199559e-02	1.407960e-01	3.082845e+01
2.197349e-02	1.406545e-01	3.096910e+01
2.180880e-02	1.396003e-01	3.110870e+01
2.173595e-02	1.391340e-01	3.124784e+01
2.169853e-02	1.388944e-01	3.138673e+01
2.161163e-02	1.383382e-01	3.152507e+01
2.157623e-02	1.381116e-01	3.166318e+01
2.151160e-02	1.376979e-01	3.180088e+01
2.148709e-02	1.375410e-01	3.193842e+01
2.129469e-02	1.363094e-01	3.207473e+01
2.119825e-02	1.356921e-01	3.221042e+01
2.114318e-02	1.353396e-01	3.234576e+01
2.106447e-02	1.348358e-01	3.248060e+01
2.095475e-02	1.341334e-01	3.261473e+01
2.084495e-02	1.334306e-01	3.274816e+01
2.075364e-02	1.328461e-01	3.288101e+01
2.074140e-02	1.327678e-01	3.301378e+01
2.059736e-02	1.318457e-01	3.314562e+01
2.050756e-02	1.312709e-01	3.327689e+01
2.039440e-02	1.305466e-01	3.340744e+01
2.038637e-02	1.304952e-01	3.353793e+01
2.029788e-02	1.299287e-01	3.366786e+01
2.025227e-02	1.296368e-01	3.379750e+01
2.019056e-02	1.292418e-01	3.392674e+01
2.012804e-02	1.288416e-01	3.405558e+01
2.004577e-02	1.283149e-01	3.418390e+01
1.998710e-02	1.279394e-01	3.431184e+01
1.997230e-02	1.278447e-01	3.443968e+01
1.991839e-02	1.274996e-01	3.456718e+01
1.978880e-02	1.266701e-01	3.469385e+01
1.971617e-02	1.262052e-01	3.482006e+01
1.965324e-02	1.258023e-01	3.494586e+01
1.962932e-02	1.256492e-01	3.507151e+01
1.960437e-02	1.254895e-01	3.519700e+01
1.951802e-02	1.249368e-01	3.532194e+01
1.944521e-02	1.244707e-01	3.544641e+01
1.940813e-02	1.242334e-01	3.557064e+01
1.940206e-02	1.241945e-01	3.569483e+01
1.928556e-02	1.234488e-01	3.581828e+01
1.918726e-02	1.228195e-01	3.594110e+01
1.913850e-02	1.225074e-01	3.606361e+01
1.906947e-02	1.220656e-01	3.618567e+01
1.904463e-02	1.219065e-01	3.630758e+01
1.903267e-02	1.218300e-01	3.642941e+01
1.891373e-02	1.210686e-01	3.655048e+01
1.889056e-02	1.209204e-01	3.667140e+01
1.881274e-02	1.204222e-01	3.679182e+01
1.877649e-02	1.201902e-01	3.691201e+01
1.872685e-02	1.198724e-01	3.703189e+01
1.870121e-02	1.197083e-01	3.715159e+01
1.865544e-02	1.194153e-01	3.727101e+01
1.860859e-02	1.191154e-01	3.739012e+01
1.858741e-02	1.189799e-01	3.750910e+01
1.852803e-02	1.185997e-01	3.762770e+01
1.851514e-02	1.185173e-01	3.774622e+01
1.839493e-02	1.177478e-01	3.786397e+01
1.835368e-02	1.174837e-01	3.798145e+01
1.825321e-02	1.168406e-01	3.809829e+01
1.823616e-02	1.167315e-01	3.821502e+01
1.817009e-02	1.163086e-01	3.833133e+01
1.809895e-02	1.158532e-01	3.844719e+01
1.807711e-02	1.157134e-01	3.856290e+01
1.802570e-02	1.153843e-01	3.867828e+01
1.798819e-02	1.151442e-01	3.879343e+01
1.790758e-02	1.146282e-01	3.890806e+01
1.788133e-02	1.144602e-01	3.902252e+01
1.783254e-02	1.141478e-01	3.913666e+01
1.780054e-02	1.139430e-01	3.925061e+01
1.775560e-02	1.136554e-01	3.936426e+01
1.768330e-02	1.131925e-01	3.947746e+01
1.766293e-02	1.130622e-01	3.959052e+01
1.764452e-02	1.129443e-01	3.970346e+01
1.757839e-02	1.125210e-01	3.981598e+01
1.755394e-02	1.123645e-01	3.992835e+01
1.749390e-02	1.119802e-01	4.004033e+01
1.745358e-02	1.117221e-01	4.015205e+01
1.741389e-02	1.114680e-01	4.026352e+01
1.736410e-02	1.111493e-01	4.037467e+01
1.733745e-02	1.109787e-01	4.048565e+01
1.726743e-02	1.105305e-01	4.059618e+01
1.724601e-02	1.103934e-01	4.070657e+01
1.720451e-02	1.101277e-01	4.081670e+01
1.714721e-02	1.097610e-01	4.092646e+01
1.710444e-02	1.094872e-01	4.103595e+01
1.703647e-02	1.090521e-01	4.114500e+01
1.701292e-02	1.089014e-01	4.125390e+01
1.695005e-02	1.084990e-01	4.136240e+01
1.690312e-02	1.081986e-01	4.147060e+01
1.688499e-02	1.080825e-01	4.157868e+01
1.684937e-02	1.078545e-01	4.168653e+01
1.683359e-02	1.077535e-01	4.179429e+01
1.680573e-02	1.075752e-01	4.190186e+01
1.672873e-02	1.070822e-01	4.200894e+01
1.667600e-02	1.067447e-01	4.211569e+01
1.664189e-02	1.065264e-01	4.222222e+01
1.664039e-02	1.065168e-01	4.232873e+01
1.658768e-02	1.061794e-01	4.243491e+01
1.657803e-02	1.061176e-01	4.254103e+01
1.654951e-02	1.059350e-01	4.264696e+01
1.645010e-02	1.052987e-01	4.275226e+01
1.643542e-02	1.052048e-01	4.285747e+01
1.642345e-02	1.051282e-01	4.296260e+01
1.641453e-02	1.050710e-01	4.306767e+01
1.635613e-02	1.046972e-01	4.317236e+01
1.628976e-02	1.042724e-01	4.327664e+01
1.626370e-02	1.041055e-01	4.338074e+01
1.621872e-02	1.038176e-01	4.348456e+01
1.618109e-02	1.035768e-01	4.358814e+01
1.616137e-02	1.034505e-01	4.369159e+01
1.614052e-02	1.033170e-01	4.379490e+01
1.608666e-02	1.029723e-01	4.389788e+01
1.601914e-02	1.025401e-01	4.400042e+01
1.599308e-02	1.023733e-01	4.410279e+01
1.596709e-02	1.022069e-01	4.420500e+01
1.594880e-02	1.020898e-01	4.430709e+01
1.592688e-02	1.019495e-01	4.440904e+01
1.588449e-02	1.016782e-01	4.451071e+01
1.587183e-02	1.015971e-01	4.461231e+01
1.581189e-02	1.012135e-01	4.471353e+01
1.579451e-02	1.011023e-01	4.481463e+01
1.577402e-02	1.009710e-01	4.491560e+01
1.574628e-02	1.007935e-01	4.501639e+01
1.570733e-02	1.005442e-01	4.511694e+01
1.562192e-02	9.999745e-02	4.521693e+01
1.560178e-02	9.986855e-02	4.531680e+01
1.557421e-02	9.969203e-02	4.541649e+01
1.552925e-02	9.940425e-02	4.551590e+01
1.551032e-02	9.928309e-02	4.561518e+01
1.548706e-02	9.913420e-02	4.571432e+01
1.543367e-02	9.879244e-02	4.581311e+01
1.542296e-02	9.872387e-02	4.591183e+01
1.540081e-02	9.858214e-02	4.601041e+01
1.538248e-02	9.846479e-02	4.610888e+01
1.532057e-02	9.806847e-02	4.620695e+01
1.529169e-02	9.788359e-02	4.630483e+01
1.528001e-02	9.780884e-02	4.640264e+01
1.523648e-02	9.753023e-02	4.650017e+01
1.520155e-02	9.730660e-02	4.659748e+01
1.519035e-02	9.723495e-02	4.669471e+01
1.518896e-02	9.722603e-02	4.679194e+01
1.509755e-02	9.664089e-02	4.688858e+01
1.507443e-02	9.649289e-02	4.698507e+01
1.506143e-02	9.640973e-02	4.708148e+01
1.504661e-02	9.631485e-02	4.717780e+01
1.496535e-02	9.579468e-02	4.727359e+01
1.493668e-02	9.561116e-02	4.736920e+01
1.491907e-02	9.549844e-02	4.746470e+01
1.489778e-02	9.536216e-02	4.756006e+01
1.486245e-02	9.513599e-02	4.765520e+01
1.482808e-02	9.491604e-02	4.775011e+01
1.477741e-02	9.459166e-02	4.784471e+01
1.476650e-02	9.452181e-02	4.793923e+01
1.470181e-02	9.410776e-02	4.803334e+01
1.468535e-02	9.400240e-02	4.812734e+01
1.466898e-02	9.389758e-02	4.822124e+01
1.466458e-02	9.386944e-02	4.831510e+01
1.462424e-02	9.361124e-02	4.840872e+01
1.458912e-02	9.338638e-02	4.850210e+01
1.457963e-02	9.332566e-02	4.859543e+01
1.454320e-02	9.309246e-02	4.868852e+01
1.451291e-02	9.289858e-02	4.878142e+01
1.450488e-02	9.284715e-02	4.887427e+01
1.447097e-02	9.263010e-02	4.896690e+01
1.443198e-02	9.238050e-02	4.905928e+01
1.442006e-02	9.230424e-02	4.915158e+01
1.438754e-02	9.209604e-02	4.924368e+01
1.434633e-02	9.183225e-02	4.933551e+01
1.432123e-02	9.167163e-02	4.942718e+01
1.427478e-02	9.137426e-02	4.951856e+01
1.424556e-02	9.118725e-02	4.960974e+01
1.423579e-02	9.112467e-02	4.970087e+01
1.422484e-02	9.105459e-02	4.979192e+01
1.421281e-02	9.097757e-02	4.988290e+01
1.419339e-02	9.085328e-02	4.997375e+01
1.416322e-02	9.066017e-02	5.006441e+01
1.412220e-02	9.039763e-02	5.015481e+01
1.410526e-02	9.028913e-02	5.024510e+01
1.405597e-02	8.997365e-02	5.033507e+01
1.402520e-02	8.977667e-02	5.042485e+01
1.400678e-02	8.965881e-02	5.051451e+01
1.399095e-02	8.955747e-02	5.060407e+01
1.394344e-02	8.925335e-02	5.069332e+01
1.392207e-02	8.911658e-02	5.078244e+01
1.388029e-02	8.884911e-02	5.087129e+01
1.385930e-02	8.871474e-02	5.096000e+01
1.383224e-02	8.854152e-02	5.104854e+01
1.381257e-02	8.841561e-02	5.113696e+01
1.379310e-02	8.829098e-02	5.122525e+01
1.374006e-02	8.795150e-02	5.131320e+01
1.372539e-02	8.785756e-02	5.140106e+01
1.370251e-02	8.771113e-02	5.148877e+01
1.368570e-02	8.760350e-02	5.157637e+01
1.364869e-02	8.736660e-02	5.166374e+01
1.363956e-02	8.730817e-02	5.175105e+01
1.362071e-02	8.718752e-02	5.183823e+01
1.358023e-02	8.692842e-02	5.192516e+01
1.355610e-02	8.677393e-02	5.201194e+01
1.354979e-02	8.673353e-02	5.209867e+01
1.350972e-02	8.647708e-02	5.218515e+01
1.348823e-02	8.633947e-02	5.227149e+01
1.345651e-02	8.613643e-02	5.235762e+01
1.344044e-02	8.603356e-02	5.244366e+01
1.342121e-02	8.591050e-02	5.252957e+01
1.340411e-02	8.580106e-02	5.261537e+01
1.337199e-02	8.559546e-02	5.270096e+01
1.333220e-02	8.534075e-02	5.278630e+01
1.330143e-02	8.514379e-02	5.287145e+01
1.328043e-02	8.500934e-02	5.295646e+01
1.324275e-02	8.476815e-02	5.304123e+01
1.323438e-02	8.471457e-02	5.312594e+01
1.322238e-02	8.463778e-02	5.321058e+01
1.319464e-02	8.446021e-02	5.329504e+01
1.316047e-02	8.424149e-02	5.337928e+01
1.313093e-02	8.405238e-02	5.346333e+01
1.311136e-02	8.392710e-02	5.354726e+01
1.308504e-02	8.375860e-02	5.363102e+01
1.307914e-02	8.372085e-02	5.371474e+01
1.305903e-02	8.359215e-02	5.379833e+01
1.301245e-02	8.329399e-02	5.388162e+01
1.298928e-02	8.314569e-02	5.396477e+01
1.296918e-02	8.301699e-02	5.404779e+01
1.293563e-02	8.280228e-02	5.413059e+01
1.291077e-02	8.264313e-02	5.421323e+01
1.288680e-02	8.248969e-02	5.429572e+01
1.286389e-02	8.234304e-02	5.437807e+01
1.284354e-02	8.221277e-02	5.446028e+01
1.282104e-02	8.206878e-02	5.454235e+01
1.280399e-02	8.195962e-02	5.462431e+01
1.279036e-02	8.187237e-02	5.470618e+01
1.277178e-02	8.175346e-02	5.478793e+01
1.274059e-02	8.155380e-02	5.486949e+01
1.273354e-02	8.150868e-02	5.495100e+01
1.269959e-02	8.129136e-02	5.503229e+01
1.267145e-02	8.111122e-02	5.511340e+01
1.263878e-02	8.090207e-02	5.519430e+01
1.263238e-02	8.086111e-02	5.527516e+01
1.260233e-02	8.066876e-02	5.535583e+01
1.257004e-02	8.046207e-02	5.543629e+01
1.255633e-02	8.037430e-02	5.551667e+01
1.253236e-02	8.022088e-02	5.559689e+01
1.251063e-02	8.008179e-02	5.567697e+01
1.249151e-02	7.995941e-02	5.575693e+01
1.246878e-02	7.981388e-02	5.583674e+01
1.246220e-02	7.977178e-02	5.591651e+01
1.242516e-02	7.953465e-02	5.599605e+01
1.239418e-02	7.933640e-02	5.607538e+01
1.238186e-02	7.925748e-02	5.615464e+01
1.235291e-02	7.907219e-02	5.623371e+01
1.233591e-02	7.896341e-02	5.631268e+01
1.229756e-02	7.871788e-02	5.639140e+01
1.228380e-02	7.862981e-02	5.647003e+01
1.227144e-02	7.855072e-02	5.654858e+01
1.225672e-02	7.845647e-02	5.662703e+01
1.225075e-02	7.841829e-02	5.670545e+01
1.221209e-02	7.817082e-02	5.678362e+01
1.217275e-02	7.791900e-02	5.686154e+01
1.216472e-02	7.786756e-02	5.693941e+01
1.215689e-02	7.781743e-02	5.701723e+01
1.214782e-02	7.775939e-02	5.709499e+01
1.211972e-02	7.757950e-02	5.717256e+01
1.207589e-02	7.729899e-02	5.724986e+01
1.206480e-02	7.722801e-02	5.732709e+01
1.204143e-02	7.707841e-02	5.740417e+01
1.202436e-02	7.696914e-02	5.748114e+01
1.201129e-02	7.688543e-02	5.755802e+01
1.199741e-02	7.679662e-02	5.763482e+01
1.198232e-02	7.669999e-02	5.771152e+01
1.195897e-02	7.655058e-02	5.778807e+01
1.193385e-02	7.638979e-02	5.786446e+01
1.190259e-02	7.618963e-02	5.794065e+01
1.189053e-02	7.611246e-02	5.801676e+01
1.187110e-02	7.598811e-02	5.809275e+01
1.185412e-02	7.587941e-02	5.816863e+01
1.183780e-02	7.577495e-02	5.824441e+01
1.180091e-02	7.553882e-02	5.831995e+01
1.177651e-02	7.538260e-02	5.839533e+01
1.176864e-02	7.533222e-02	5.847066e+01
1.175064e-02	7.521701e-02	5.854588e+01
1.172736e-02	7.506800e-02	5.862094e+01
1.169587e-02	7.486639e-02	5.869581e+01
1.168282e-02	7.478289e-02	5.877059e+01
1.166779e-02	7.468666e-02	5.884528e+01
1.164428e-02	7.453617e-02	5.891982e+01
1.162956e-02	7.444199e-02	5.899426e+01
1.160185e-02	7.426459e-02	5.906852e+01
1.158568e-02	7.416108e-02	5.914268e+01
1.155425e-02	7.395990e-02	5.921664e+01
1.153165e-02	7.381522e-02	5.929046e+01
1.152801e-02	7.379194e-02	5.936425e+01
1.150461e-02	7.364217e-02	5.943789e+01
1.148958e-02	7.354595e-02	5.951144e+01
1.147496e-02	7.345235e-02	5.958489e+01
1.144830e-02	7.328170e-02	5.965817e+01
1.143059e-02	7.316836e-02	5.973134e+01
1.141694e-02	7.308099e-02	5.980442e+01
1.139465e-02	7.293831e-02	5.987736e+01
1.137213e-02	7.279416e-02	5.995016e+01
1.136631e-02	7.275689e-02	6.002291e+01
1.134492e-02	7.261996e-02	6.009553e+01
1.132184e-02	7.247222e-02	6.016800e+01
1.131190e-02	7.240862e-02	6.024041e+01
1.127751e-02	7.218848e-02	6.031260e+01
1.126655e-02	7.211832e-02	6.038472e+01
1.123518e-02	7.191751e-02	6.045664e+01
1.122737e-02	7.186752e-02	6.052851e+01
1.121877e-02	7.181248e-02	6.060032e+01
1.117171e-02	7.151122e-02	6.067183e+01
1.116602e-02	7.147481e-02	6.074330e+01
1.114781e-02	7.135821e-02	6.081466e+01
1.113343e-02	7.126618e-02	6.088593e+01
1.108853e-02	7.097875e-02	6.095691e+01
1.108024e-02	7.092570e-02	6.102783e+01
1.107275e-02	7.087779e-02	6.109871e+01
1.104775e-02	7.071774e-02	6.116943e+01
1.103873e-02	7.065998e-02	6.124009e+01
1.102655e-02	7.058203e-02	6.131067e+01
1.100462e-02	7.044164e-02	6.138111e+01
1.098804e-02	7.033551e-02	6.145145e+01
1.095267e-02	7.010910e-02	6.152156e+01
1.093113e-02	6.997127e-02	6.159153e+01
1.092503e-02	6.993219e-02	6.166146e+01
1.091165e-02	6.984656e-02	6.173131e+01
1.088787e-02	6.969435e-02	6.180100e+01
1.086450e-02	6.954475e-02	6.187055e+01
1.082582e-02	6.929717e-02	6.193984e+01
1.081644e-02	6.923709e-02	6.200908e+01
1.077137e-02	6.894860e-02	6.207803e+01
1.076163e-02	6.888625e-02	6.214691e+01
1.074538e-02	6.878226e-02	6.221570e+01
1.072857e-02	6.867466e-02	6.228437e+01
1.070613e-02	6.853099e-02	6.235290e+01
1.070064e-02	6.849588e-02	6.242140e+01
1.068708e-02	6.840903e-02	6.248981e+01
1.067871e-02	6.835548e-02	6.255816e+01
1.064245e-02	6.812335e-02	6.262629e+01
1.062872e-02	6.803549e-02	6.269432e+01
1.062583e-02	6.801699e-02	6.276234e+01
1.059634e-02	6.782821e-02	6.283017e+01
1.058893e-02	6.778077e-02	6.289795e+01
1.055794e-02	6.758242e-02	6.296553e+01
1.053706e-02	6.744874e-02	6.303298e+01
1.051620e-02	6.731521e-02	6.310029e+01
1.051077e-02	6.728049e-02	6.316757e+01
1.049319e-02	6.716794e-02	6.323474e+01
1.047466e-02	6.704932e-02	6.330179e+01
1.046373e-02	6.697939e-02	6.336877e+01
1.042567e-02	6.673576e-02	6.343551e+01
1.041949e-02	6.669617e-02	6.350220e+01
1.040413e-02	6.659784e-02	6.356880e+01
1.037975e-02	6.644183e-02	6.363524e+01
1.036620e-02	6.635507e-02	6.370160e+01
1.035450e-02	6.628019e-02	6.376788e+01
1.034287e-02	6.620575e-02	6.383408e+01
1.032546e-02	6.609428e-02	6.390018e+01
1.030244e-02	6.594693e-02	6.396612e+01
1.028899e-02	6.586083e-02	6.403199e+01
1.024959e-02	6.560866e-02	6.409759e+01
1.024516e-02	6.558029e-02	6.416317e+01
1.021902e-02	6.541294e-02	6.422859e+01
1.020687e-02	6.533516e-02	6.429392e+01
1.018030e-02	6.516509e-02	6.435909e+01
1.017136e-02	6.510788e-02	6.442420e+01
1.014923e-02	6.496620e-02	6.448916e+01
1.012772e-02	6.482856e-02	6.455399e+01
1.011668e-02	6.475784e-02	6.461875e+01
1.010032e-02	6.465316e-02	6.468340e+01
1.007536e-02	6.449337e-02	6.474789e+01
1.006938e-02	6.445512e-02	6.481235e+01
1.006543e-02	6.442979e-02	6.487678e+01
1.004542e-02	6.430175e-02	6.494108e+01
1.000933e-02	6.407069e-02	6.500515e+01
9.983556e-03	6.390573e-02	6.506906e+01
9.973073e-03	6.383863e-02	6.513290e+01
9.965148e-03	6.378790e-02	6.519668e+01
9.941044e-03	6.363360e-02	6.526032e+01
9.923672e-03	6.352240e-02	6.532384e+01
9.920385e-03	6.350137e-02	6.538734e+01
9.896332e-03	6.334740e-02	6.545069e+01
9.887762e-03	6.329254e-02	6.551398e+01
9.854938e-03	6.308243e-02	6.557706e+01
9.839339e-03	6.298258e-02	6.564005e+01
9.830523e-03	6.292615e-02	6.570297e+01
9.818362e-03	6.284830e-02	6.576582e+01
9.791912e-03	6.267900e-02	6.582850e+01
9.774625e-03	6.256834e-02	6.589107e+01
9.764168e-03	6.250141e-02	6.595357e+01
9.747171e-03	6.239261e-02	6.601596e+01
9.733710e-03	6.230644e-02	6.607827e+01
9.718248e-03	6.220747e-02	6.614048e+01
9.711369e-03	6.216343e-02	6.620264e+01
9.689220e-03	6.202166e-02	6.626466e+01
9.657767e-03	6.182032e-02	6.632648e+01
9.647900e-03	6.175716e-02	6.638824e+01
9.641780e-03	6.171799e-02	6.644996e+01
9.623889e-03	6.160346e-02	6.651156e+01
9.611936e-03	6.152695e-02	6.657309e+01
9.588158e-03	6.137475e-02	6.663446e+01
9.573361e-03	6.128003e-02	6.669574e+01
9.549735e-03	6.112880e-02	6.675687e+01
9.537958e-03	6.105341e-02	6.681792e+01
9.534180e-03	6.102923e-02	6.687895e+01
9.516488e-03	6.091598e-02	6.693987e+01
9.489030e-03	6.074022e-02	6.700061e+01
9.486981e-03	6.072710e-02	6.706134e+01
9.473896e-03	6.064334e-02	6.712198e+01
9.450828e-03	6.049568e-02	6.718248e+01
9.438299e-03	6.041548e-02	6.724289e+01
9.421283e-03	6.030656e-02	6.730320e+01
9.407507e-03	6.021838e-02	6.736342e+01
9.385934e-03	6.008029e-02	6.742350e+01
9.373295e-03	5.999939e-02	6.748350e+01
9.360891e-03	5.991999e-02	6.754342e+01
9.341018e-03	5.979278e-02	6.760321e+01
9.317651e-03	5.964321e-02	6.766285e+01
9.292959e-03	5.948515e-02	6.772234e+01
9.288958e-03	5.945954e-02	6.778180e+01
9.283533e-03	5.942481e-02	6.784122e+01
9.275760e-03	5.937506e-02	6.790060e+01
9.242754e-03	5.916378e-02	6.795976e+01
9.226872e-03	5.906212e-02	6.801882e+01
9.221306e-03	5.902649e-02	6.807785e+01
9.217157e-03	5.899993e-02	6.813685e+01
9.191972e-03	5.883872e-02	6.819569e+01
9.181291e-03	5.877035e-02	6.825446e+01
9.151564e-03	5.858006e-02	6.831304e+01
9.151046e-03	5.857675e-02	6.837161e+01
9.128077e-03	5.842973e-02	6.843004e+01
9.118374e-03	5.836762e-02	6.848841e+01
9.107764e-03	5.829970e-02	6.854671e+01
9.092307e-03	5.820076e-02	6.860491e+01
9.078092e-03	5.810977e-02	6.866302e+01
9.053454e-03	5.795205e-02	6.872097e+01
9.040082e-03	5.786646e-02	6.877884e+01
9.025569e-03	5.777356e-02	6.883661e+01
9.017549e-03	5.772223e-02	6.889434e+01
9.011474e-03	5.768334e-02	6.895202e+01
8.985384e-03	5.751633e-02	6.900954e+01
8.964424e-03	5.738216e-02	6.906692e+01
8.947065e-03	5.727105e-02	6.912419e+01
8.936711e-03	5.720477e-02	6.918139e+01
8.920957e-03	5.710393e-02	6.923850e+01
8.917535e-03	5.708202e-02	6.929558e+01
8.894379e-03	5.693380e-02	6.935251e+01
8.887205e-03	5.688788e-02	6.940940e+01
8.871077e-03	5.678464e-02	6.946619e+01
8.865290e-03	5.674760e-02	6.952293e+01
8.845840e-03	5.662310e-02	6.957956e+01
8.829567e-03	5.651893e-02	6.963608e+01
8.816837e-03	5.643744e-02	6.969251e+01
8.789623e-03	5.626325e-02	6.974878e+01
8.771700e-03	5.614852e-02	6.980493e+01
8.761600e-03	5.608387e-02	6.986101e+01
8.758563e-03	5.606443e-02	6.991707e+01
8.733234e-03	5.590229e-02	6.997298e+01
8.723683e-03	5.584116e-02	7.002882e+01
8.715044e-03	5.578586e-02	7.008460e+01
8.698354e-03	5.567903e-02	7.014028e+01
8.687002e-03	5.560636e-02	7.019589e+01
8.659860e-03	5.543262e-02	7.025132e+01
8.654383e-03	5.539756e-02	7.030672e+01
8.646456e-03	5.534682e-02	7.036207e+01
8.636830e-03	5.528520e-02	7.041735e+01
8.619630e-03	5.517510e-02	7.047253e+01
8.590964e-03	5.499161e-02	7.052752e+01
8.584837e-03	5.495239e-02	7.058247e+01
8.567751e-03	5.484302e-02	7.063731e+01
8.561464e-03	5.480278e-02	7.069212e+01
